rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt
1,1,0,OLD,20184105,말모이,2019-01-09,2279623114,32.0,1327410636,139.4,16649574463,259951,151384,139.4,1975459,1135,4305,20190119
2,2,0,OLD,20176251,내안의 그놈,2019-01-09,1739836358,24.4,930653765,115,12079162757,195973,105568,116.8,1405819,992,3775,20190119
3,3,0,OLD,20182544,글래스,2019-01-17,1062950124,14.9,459411966,76.1,2290111862,113258,48854,75.9,250102,810,3167,20190119
4,4,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,474053270,6.7,283326340,148.6,12297523523,59071,34785,143.2,1548726,645,1234,20190119
5,5,0,OLD,20186324,언더독,2019-01-16,240895780,3.4,139897030,138.5,751280110,30172,16936,128,95543,608,1143,20190119
6,6,6,OLD,20183915,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,197009840,2.8,158667790,413.8,2718862080,24858,19743,386,355332,436,586,20190119
7,7,-1,OLD,20182588,미래의 미라이,2019-01-16,166532918,2.3,79291529,90.9,498291937,19697,9456,92.3,60897,490,895,20190119
8,8,1,OLD,20182044,구스 베이비,2019-01-16,138969050,1.9,81637600,142.4,329173400,17673,9419,114.1,45701,424,626,20190119
9,9,-1,OLD,20185485,보헤미안 랩소디,2018-10-31,150645160,2.1,72795480,93.5,85548030125,16174,7645,89.6,9852598,285,446,20190119
10,10,0,OLD,20180290,아쿠아맨,2018-12-19,135911450,1.9,68303970,101,43846135394,15300,7724,102,5006265,298,466,20190119
1,1,0,OLD,20184105,말모이,2019-01-09,2167597280,33.1,-112025834,-4.9,18817171743,249109,-10842,-4.2,2224568,1137,4279,20190120
2,2,0,OLD,20176251,내안의 그놈,2019-01-09,1701531340,26.0,-38305018,-2.2,13780694097,191234,-4739,-2.4,1597053,992,3743,20190120
3,3,0,OLD,20182544,글래스,2019-01-17,837810510,12.8,-225139614,-21.2,3127922372,89605,-23653,-20.9,339707,792,2931,20190120
4,4,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,474912320,7.2,859050,0.2,12772435843,58241,-830,-1.4,1606967,651,1257,20190120
5,5,0,OLD,20186324,언더독,2019-01-16,217749010,3.3,-23146770,-9.6,969029120,27030,-3142,-10.4,122573,596,1101,20190120
6,6,0,OLD,20183915,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,193928810,3.0,-3081030,-1.6,2912790890,24237,-621,-2.5,379569,460,626,20190120
7,7,0,OLD,20182588,미래의 미라이,2019-01-16,144461040,2.2,-22071878,-13.3,642752977,17088,-2609,-13.2,77985,470,827,20190120
8,8,0,OLD,20182044,구스 베이비,2019-01-16,118433330,1.8,-20535720,-14.8,447606730,14804,-2869,-16.2,60505,405,615,20190120
9,9,0,OLD,20185485,보헤미안 랩소디,2018-10-31,130942330,2.0,-19702830,-13.1,85678972455,14212,-1962,-12.1,9866810,291,444,20190120
10,10,1,OLD,20184574,그린 북,2019-01-09,124406940,1.9,-11645650,-8.6,1530251174,13548,-1215,-8.2,173248,213,374,20190120
1,1,0,OLD,20184105,말모이,2019-01-09,648894960,30.6,-1518702320,-70.1,19466066703,82069,-167040,-67.1,2306637,1046,4038,20190121
2,2,0,OLD,20176251,내안의 그놈,2019-01-09,583598470,27.5,-1117932870,-65.7,14364292567,71568,-119666,-62.6,1668621,890,3565,20190121
3,3,0,OLD,20182544,글래스,2019-01-17,270294530,12.7,-567515980,-67.7,3398216902,31743,-57862,-64.6,371450,735,2739,20190121
4,4,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,118863780,5.6,-356048540,-75,12891299623,16128,-42113,-72.3,1623095,553,1060,20190121
5,5,0,OLD,20186324,언더독,2019-01-16,59622480,2.8,-158126530,-72.6,1028651600,8256,-18774,-69.5,130829,526,900,20190121
6,6,3,OLD,20185485,보헤미안 랩소디,2018-10-31,52915610,2.5,-78026720,-59.6,85731888065,7459,-6753,-47.5,9874269,304,532,20190121
7,7,0,OLD,20182588,미래의 미라이,2019-01-16,50828900,2.4,-93632140,-64.8,693581877,6605,-10483,-61.3,84590,429,777,20190121
8,8,2,OLD,20184574,그린 북,2019-01-09,48279310,2.3,-76127630,-61.2,1578530484,5876,-7672,-56.6,179124,210,405,20190121
9,9,3,OLD,20166602,그대 이름은 장미,2019-01-16,42147650,2.0,-53367550,-55.9,652094470,5300,-5869,-52.5,77078,447,797,20190121
10,10,1,OLD,20180290,아쿠아맨,2018-12-19,37573200,1.8,-76562310,-67.1,43997844104,4694,-8276,-63.8,5023929,299,447,20190121
1,1,0,OLD,20184105,말모이,2019-01-09,592247980,29.4,-56646980,-8.7,20058314683,75518,-6551,-8,2382155,1081,4012,20190122
2,2,0,OLD,20176251,내안의 그놈,2019-01-09,504196110,25.0,-79402360,-13.6,14868488677,62309,-9259,-12.9,1730930,913,3567,20190122
3,3,0,OLD,20182544,글래스,2019-01-17,220560100,11.0,-49734430,-18.4,3618777002,26131,-5612,-17.7,397581,727,2605,20190122
4,4,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,130157100,6.5,11293320,9.5,13021456723,17939,1811,11.2,1641034,568,1071,20190122
5,5,0,OLD,20186324,언더독,2019-01-16,78437890,3.9,18815410,31.6,1107089490,10965,2709,32.8,141794,541,927,20190122
6,6,0,OLD,20185485,보헤미안 랩소디,2018-10-31,59121340,2.9,6205730,11.7,85791009405,8363,904,12.1,9882632,324,555,20190122
7,7,0,OLD,20182588,미래의 미라이,2019-01-16,49503520,2.5,-1325380,-2.6,743085397,6591,-14,-0.2,91181,436,753,20190122
8,8,0,OLD,20184574,그린 북,2019-01-09,46051560,2.3,-2227750,-4.6,1624582044,5632,-244,-4.2,184756,220,410,20190122
9,9,0,OLD,20166602,그대 이름은 장미,2019-01-16,44654350,2.2,2506700,5.9,696748820,5620,320,6,82698,440,788,20190122
10,10,2,OLD,20182044,구스 베이비,2019-01-16,34656500,1.7,11330250,48.6,505589480,5336,1941,57.2,69236,341,461,20190122
1,1,11,OLD,20182530,극한직업,2019-01-23,3004762990,73.2,2967223090,7904.2,3227938890,368582,365372,11382.3,392773,1553,8463,20190123
2,2,-1,OLD,20184105,말모이,2019-01-09,367555780,9.0,-224692200,-37.9,20425870463,47177,-28341,-37.5,2429332,807,2837,20190123
3,3,-1,OLD,20176251,내안의 그놈,2019-01-09,239958580,5.8,-264237530,-52.4,15108447257,29853,-32456,-52.1,1760783,656,2243,20190123
4,4,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,84996760,2.1,-45160340,-34.7,13106453483,12020,-5919,-33,1653054,400,647,20190123
5,5,-2,OLD,20182544,글래스,2019-01-17,104067250,2.5,-116492850,-52.8,3722844252,11678,-14453,-55.3,409259,490,1220,20190123
6,6,-1,OLD,20186324,언더독,2019-01-16,34788350,0.8,-43649540,-55.6,1141877840,5196,-5769,-52.6,146990,297,367,20190123
7,7,-1,OLD,20185485,보헤미안 랩소디,2018-10-31,35812660,0.9,-23308680,-39.4,85826822065,5036,-3327,-39.8,9887668,228,342,20190123
8,8,0,OLD,20184574,그린 북,2019-01-09,35982230,0.9,-10069330,-21.9,1660564274,4499,-1133,-20.1,189255,142,254,20190123
9,9,38,OLD,20189385,몬스터 파크,2019-01-23,27875750,0.7,27360750,5312.8,35171750,4217,4114,3994.2,5145,295,408,20190123
10,10,0,OLD,20182044,구스 베이비,2019-01-16,18852900,0.5,-15803600,-45.6,524442380,3121,-2215,-41.5,72357,127,140,20190123
1,1,0,OLD,20182530,극한직업,2019-01-23,2710335900,72.6,-294427090,-9.8,5938274790,331924,-36658,-9.9,724697,1658,8797,20190124
2,2,0,OLD,20184105,말모이,2019-01-09,313423900,8.4,-54131880,-14.7,20739294363,40419,-6758,-14.3,2469751,827,2702,20190124
3,3,0,OLD,20176251,내안의 그놈,2019-01-09,182246460,4.9,-57712120,-24.1,15290693717,22822,-7031,-23.6,1783605,641,2084,20190124
4,4,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,85745460,2.3,748700,0.9,13192198943,12161,141,1.2,1665215,388,608,20190124
5,5,0,OLD,20182544,글래스,2019-01-17,82303690,2.2,-21763560,-20.9,3805147942,9325,-2353,-20.1,418584,453,1015,20190124
6,6,1,OLD,20185485,보헤미안 랩소디,2018-10-31,40614490,1.1,4801830,13.4,85867436555,5890,854,17,9893558,218,305,20190124
7,7,-1,OLD,20186324,언더독,2019-01-16,38759500,1.0,3971150,11.4,1180637340,5657,461,8.9,152647,287,346,20190124
8,8,86,OLD,20184896,가버나움,2019-01-24,33522600,0.9,33522600,100,54887500,4442,4442,100,6831,111,196,20190124
9,9,27,OLD,20180868,뺑반,2019-01-30,33121000,0.9,32005000,2867.8,34237000,3923,3737,2009.1,4109,13,13,20190124
10,10,-1,OLD,20189385,몬스터 파크,2019-01-23,25491600,0.7,-2384150,-8.6,60663350,3898,-319,-7.6,9043,295,395,20190124
1,1,0,OLD,20182530,극한직업,2019-01-23,3480111958,76.8,769776058,28.4,9418386748,386371,54447,16.4,1111068,1741,9467,20190125
2,2,0,OLD,20184105,말모이,2019-01-09,329164678,7.3,15740778,5,21068459041,38664,-1755,-4.3,2508415,826,2716,20190125
3,3,0,OLD,20176251,내안의 그놈,2019-01-09,184765582,4.1,2519122,1.4,15475459299,20908,-1914,-8.4,1804513,627,1976,20190125
4,4,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,83508030,1.8,-2237430,-2.6,13275706973,10887,-1274,-10.5,1676102,405,625,20190125
5,5,0,OLD,20182544,글래스,2019-01-17,82478670,1.8,174980,0.2,3887626612,8388,-937,-10,426972,426,915,20190125
6,6,1,OLD,20186324,언더독,2019-01-16,39507130,0.9,747630,1.9,1220144470,5597,-60,-1.1,158244,286,340,20190125
7,7,-1,OLD,20185485,보헤미안 랩소디,2018-10-31,36732850,0.8,-3881640,-9.6,85904169405,5062,-828,-14.1,9898620,212,305,20190125
8,8,1,OLD,20180868,뺑반,2019-01-30,51199100,1.1,18078100,54.6,85436100,4787,864,22,8896,34,34,20190125
9,9,1,OLD,20189385,몬스터 파크,2019-01-23,29602150,0.7,4110550,16.1,90265500,4291,393,10.1,13334,304,397,20190125
10,10,1,OLD,20184574,그린 북,2019-01-09,34142660,0.8,3787930,12.5,1725061664,3866,86,2.3,196901,137,230,20190125
1,1,0,OLD,20182530,극한직업,2019-01-23,8915603012,75.6,5435491054,156.2,18333989760,995406,609035,157.6,2106474,1910,10462,20190126
2,2,0,NEW,20185124,러브 유어셀프 인 서울,2019-01-26,947048800,8.0,947048800,100,947048800,100191,100191,100,100191,224,825,20190126
3,3,-1,OLD,20184105,말모이,2019-01-09,691611042,5.9,362446364,110.1,21760070083,80123,41459,107.2,2588538,810,2562,20190126
4,4,-1,OLD,20176251,내안의 그놈,2019-01-09,310555658,2.6,125790076,68.1,15786014957,35366,14458,69.2,1839879,617,1668,20190126
5,5,-1,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,234504120,2.0,150996090,180.8,13510211093,29395,18508,170,1705497,497,751,20190126
6,6,-1,OLD,20182544,글래스,2019-01-17,145160380,1.2,62681710,76,4032786992,13897,5509,65.7,440869,358,679,20190126
7,7,2,OLD,20189385,몬스터 파크,2019-01-23,73873930,0.6,44271780,149.6,164139430,9459,5168,120.4,22793,344,469,20190126
8,8,-2,OLD,20186324,언더독,2019-01-16,72379790,0.6,32872660,83.2,1292524260,9406,3809,68.1,167650,293,344,20190126
9,9,4,OLD,20183915,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,60067810,0.5,46368810,338.5,3047959330,7624,5660,288.2,398141,194,247,20190126
10,10,0,OLD,20184574,그린 북,2019-01-09,64984000,0.6,30841340,90.3,1790045664,7285,3419,88.4,204186,129,206,20190126
1,1,0,OLD,20182530,극한직업,2019-01-23,9194797790,78.5,279194778,3.1,27528787550,1033089,37683,3.8,3139563,1978,10631,20190127
2,2,0,OLD,20185124,러브 유어셀프 인 서울,2019-01-26,781981900,6.7,-165066900,-17.4,1729030700,81912,-18279,-18.2,182103,212,771,20190127
3,3,0,OLD,20184105,말모이,2019-01-09,591831080,5.1,-99779962,-14.4,22351901163,69004,-11119,-13.9,2657542,783,2384,20190127
4,4,0,OLD,20176251,내안의 그놈,2019-01-09,274123080,2.3,-36432578,-11.7,16060138037,31245,-4121,-11.7,1871124,602,1522,20190127
5,5,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,237812560,2.0,3308440,1.4,13748023653,29734,339,1.2,1735231,482,748,20190127
6,6,0,OLD,20182544,글래스,2019-01-17,120110530,1.0,-25049850,-17.3,4152897522,11591,-2306,-16.6,452460,349,633,20190127
7,7,1,OLD,20186324,언더독,2019-01-16,73197660,0.6,817870,1.1,1365721920,9187,-219,-2.3,176837,292,344,20190127
8,8,1,OLD,20183915,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,63687550,0.5,3619740,6,3111646880,7878,254,3.3,406019,197,256,20190127
9,9,-2,OLD,20189385,몬스터 파크,2019-01-23,61912710,0.5,-11961220,-16.2,226052140,7778,-1681,-17.8,30571,316,423,20190127
10,10,0,OLD,20184574,그린 북,2019-01-09,58079210,0.5,-6904790,-10.6,1848124874,6466,-819,-11.2,210652,124,198,20190127
1,1,0,OLD,20182530,극한직업,2019-01-23,3252003460,78.0,-5942794330,-64.6,30780791010,397188,-635901,-61.6,3536751,1766,9914,20190128
2,2,0,OLD,20185124,러브 유어셀프 인 서울,2019-01-26,254800900,6.1,-527181000,-67.4,1983831600,26513,-55399,-67.6,208616,162,514,20190128
3,3,0,OLD,20184105,말모이,2019-01-09,185643950,4.5,-406187130,-68.6,22537545113,24255,-44749,-64.8,2681797,760,2295,20190128
4,4,0,OLD,20176251,내안의 그놈,2019-01-09,114697320,2.8,-159425760,-58.2,16174835357,14309,-16936,-54.2,1885433,589,1603,20190128
5,5,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,48524560,1.2,-189288000,-79.6,13796548213,6686,-23048,-77.5,1741917,380,602,20190128
6,6,0,NEW,20185881,증인,2019-02-13,45252000,1.1,45252000,100,89396000,5028,5028,100,9962,20,20,20190128
7,7,-1,OLD,20182544,글래스,2019-01-17,44352510,1.1,-75758020,-63.1,4197250032,4926,-6665,-57.5,457386,353,674,20190128
8,8,4,OLD,20185485,보헤미안 랩소디,2018-10-31,27783180,0.7,-13172670,-32.2,86022567005,4122,-1357,-24.8,9914828,200,291,20190128
9,9,2,OLD,20184896,가버나움,2019-01-24,31750180,0.8,-16228450,-33.8,218587036,4067,-1436,-26.1,25936,101,216,20190128
10,10,0,OLD,20184574,그린 북,2019-01-09,28345640,0.7,-29733570,-51.2,1876470514,3598,-2868,-44.4,214250,134,216,20190128
1,1,0,OLD,20182530,극한직업,2019-01-23,2903928330,74.5,-348075130,-10.7,33684719340,358186,-39002,-9.8,3894937,1827,10033,20190129
2,2,0,OLD,20185124,러브 유어셀프 인 서울,2019-01-26,241992800,6.2,-12808100,-5,2225824400,25240,-1273,-4.8,233856,161,519,20190129
3,3,0,OLD,20184105,말모이,2019-01-09,188179030,4.8,2535080,1.4,22725724143,25202,947,3.9,2706999,783,2302,20190129
4,4,0,OLD,20176251,내안의 그놈,2019-01-09,122265930,3.1,7568610,6.6,16297101287,15429,1120,7.8,1900862,570,1578,20190129
5,5,0,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,53997460,1.4,5472900,11.3,13850545673,7590,904,13.5,1749507,398,616,20190129
6,6,2,OLD,20185485,보헤미안 랩소디,2018-10-31,36896940,0.9,9113760,32.8,86059463945,5666,1544,37.5,9920494,207,300,20190129
7,7,0,OLD,20182544,글래스,2019-01-17,49305570,1.3,4953060,11.2,4246555602,5430,504,10.2,462816,348,695,20190129
8,8,1,OLD,20184896,가버나움,2019-01-24,34233630,0.9,2483450,7.8,252820666,4470,403,9.9,30406,111,224,20190129
9,9,1,OLD,20184574,그린 북,2019-01-09,31653390,0.8,3307750,11.7,1908123904,4134,536,14.9,218384,137,214,20190129
10,10,16,OLD,20196263,챔피언스,2019-02-07,28143000,0.7,24939000,778.4,31347000,3127,2771,778.4,3483,17,17,20190129
1,1,0,OLD,20182530,극한직업,2019-01-23,3517853520,56.0,613925190,21.1,37202572860,564825,206639,57.7,4459762,1574,7882,20190130
2,2,10,OLD,20180868,뺑반,2019-01-30,1520316950,24.2,1496483250,6278.9,1645335750,253727,251175,9842.3,267984,1285,5362,20190130
3,3,25,OLD,20186261,드래곤 길들이기 3,2019-01-30,826467640,13.2,822417640,20306.6,917121640,124517,124067,27570.4,134135,930,3530,20190130
4,4,-1,OLD,20184105,말모이,2019-01-09,121453510,1.9,-66725520,-35.5,22847177653,21211,-3991,-15.8,2728210,391,818,20190130
5,5,-3,OLD,20185124,러브 유어셀프 인 서울,2019-01-26,101900400,1.6,-140092400,-57.9,2327724800,18491,-6749,-26.7,252347,132,282,20190130
6,6,2,OLD,20184896,가버나움,2019-01-24,32633700,0.5,-1599930,-4.7,285454366,5168,698,15.6,35574,76,161,20190130
7,7,2,OLD,20184574,그린 북,2019-01-09,19370600,0.3,-12282790,-38.8,1927494504,3227,-907,-21.9,221611,58,92,20190130
8,8,-4,OLD,20176251,내안의 그놈,2019-01-09,17823390,0.3,-104442540,-85.4,16314924677,2895,-12534,-81.2,1903757,117,165,20190130
9,9,0,NEW,20174169,기묘한 가족,2019-02-13,13448000,0.2,13448000,100,20204000,1972,1972,100,3098,5,9,20190130
10,10,-5,OLD,20189463,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,10615380,0.2,-43382080,-80.3,13861161053,1626,-5964,-78.6,1751133,62,78,20190130
1,1,0,OLD,20182530,극한직업,2019-01-23,2831862480,54.8,-685991040,-19.5,40034435340,350685,-214140,-37.9,4810447,1548,7878,20190131
2,2,0,OLD,20180868,뺑반,2019-01-30,987808690,19.1,-532508260,-35,2633144440,122748,-130979,-51.6,390732,1186,4923,20190131
3,3,0,OLD,20186261,드래곤 길들이기 3,2019-01-30,548989470,10.6,-277478170,-33.6,1466111110,68834,-55683,-44.7,202969,895,3198,20190131
4,4,15,OLD,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,352468520,6.8,347838520,7512.7,372911520,48839,48314,9202.7,51127,622,1526,20190131
5,5,0,OLD,20185124,러브 유어셀프 인 서울,2019-01-26,98607800,1.9,-3292600,-3.2,2426332600,10332,-8159,-44.1,262679,123,269,20190131
6,6,-2,OLD,20184105,말모이,2019-01-09,71817810,1.4,-49635700,-40.9,22918995463,9897,-11314,-53.3,2738107,338,688,20190131
7,7,0,NEW,20185881,증인,2019-02-13,57808400,1.1,57808400,100,164913400,5989,5989,100,17947,46,46,20190131
8,8,1,OLD,20174169,기묘한 가족,2019-02-13,36198000,0.7,22750000,169.2,56402000,4022,2050,104,7120,15,15,20190131
9,9,-3,OLD,20184896,가버나움,2019-01-24,27312300,0.5,-5321400,-16.3,312766666,3329,-1839,-35.6,38903,64,131,20190131
10,10,0,NEW,20184274,사랑은 비가 갠 뒤처럼,2019-02-07,18094000,0.4,18094000,100,29634000,2194,2194,100,3454,10,10,20190131
1,1,0,OLD,20182530,극한직업,2019-01-23,4127228578,62.9,1295366098,45.7,44161663918,462875,112190,32,5273322,1701,8829,20190201
2,2,0,OLD,20180868,뺑반,2019-01-30,1154898712,17.6,167090022,16.9,3788043152,131301,8553,7,522033,1134,4577,20190201
3,3,0,OLD,20186261,드래곤 길들이기 3,2019-01-30,664155956,10.1,115166486,21,2130267066,74501,5667,8.2,277470,886,3247,20190201
4,4,0,OLD,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,229179520,3.5,-123289000,-35,602091040,28939,-19900,-40.7,80066,595,1428,20190201
5,5,0,OLD,20185124,러브 유어셀프 인 서울,2019-01-26,104365400,1.6,5757600,5.8,2530698000,10696,364,3.5,273375,118,262,20190201
6,6,0,OLD,20184105,말모이,2019-01-09,83062122,1.3,11244312,15.7,23002057585,10617,720,7.3,2748724,318,645,20190201
7,7,0,NEW,20188282,알리타: 배틀 엔젤,2019-02-05,48997000,0.7,48997000,100,91099000,4193,4193,100,6710,31,31,20190201
8,8,3,OLD,20184574,그린 북,2019-01-09,33248750,0.5,16071520,93.6,1977920484,3750,1586,73.3,227525,89,138,20190201
9,9,0,OLD,20184896,가버나움,2019-01-24,29876260,0.5,2563960,9.4,342642926,3391,62,1.9,42294,64,134,20190201
10,10,4,OLD,20176251,내안의 그놈,2019-01-09,13745220,0.2,3021940,28.2,16339393177,1817,362,24.9,1907029,81,112,20190201
1,1,0,OLD,20182530,극한직업,2019-01-23,8539444625,62.4,4412216047,106.9,52701108543,962555,499680,108,6235877,1890,10140,20190202
2,2,0,OLD,20180868,뺑반,2019-01-30,1932705905,14.1,777807193,67.3,5720749057,219180,87879,66.9,741213,1083,4088,20190202
3,3,0,OLD,20186261,드래곤 길들이기 3,2019-01-30,1565863770,11.4,901707814,135.8,3696130836,179529,105028,141,456999,963,3298,20190202
4,4,0,OLD,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,1056856870,7.7,827677350,361.1,1658947910,134911,105972,366.2,214977,731,1814,20190202
5,5,1,OLD,20184105,말모이,2019-01-09,133440445,1.0,50378323,60.7,23135498030,16107,5490,51.7,2764831,281,531,20190202
6,6,-1,OLD,20185124,러브 유어셀프 인 서울,2019-01-26,143667600,1.0,39302200,37.7,2674365600,14831,4135,38.7,288206,110,226,20190202
7,7,1,OLD,20184574,그린 북,2019-01-09,58901900,0.4,25653150,77.2,2036822384,6293,2543,67.8,233818,82,134,20190202
8,8,1,OLD,20184896,가버나움,2019-01-24,49959530,0.4,20083270,67.2,392602456,5628,2237,66,47922,67,128,20190202
9,9,12,OLD,20185881,증인,2019-02-13,31868480,0.2,28493480,844.3,200156880,3335,3020,958.7,21597,14,18,20190202
10,10,-3,OLD,20188282,알리타: 배틀 엔젤,2019-02-05,40694000,0.3,-8303000,-16.9,131793000,2600,-1593,-38,9310,15,15,20190202
1,1,0,OLD,20182530,극한직업,2019-01-23,9458521400,66.6,919076775,10.8,62159629943,1058680,96125,10,7294557,1949,10419,20190203
2,2,0,OLD,20180868,뺑반,2019-01-30,1965560090,13.8,32854185,1.7,7686309147,221789,2609,1.2,963002,1060,3824,20190203
3,3,0,OLD,20186261,드래곤 길들이기 3,2019-01-30,1462156900,10.3,-103706870,-6.6,5158287736,166677,-12852,-7.2,623676,971,3267,20190203
4,4,0,OLD,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,752127310,5.3,-304729560,-28.8,2411075220,94623,-40288,-29.9,309600,752,1875,20190203
5,5,0,OLD,20184105,말모이,2019-01-09,158192230,1.1,24751785,18.5,23293690260,18715,2608,16.2,2783546,286,525,20190203
6,6,0,OLD,20185124,러브 유어셀프 인 서울,2019-01-26,106881700,0.8,-36785900,-25.6,2781247300,11001,-3830,-25.8,299207,108,214,20190203
