title,release_date,imdb_id,tmdb_id,overview,origin_country,popularity,runtime,vote_average,vote_count,directors,directors_id,directors_popularity,cast_top5,cast_top5_id,cast_top5_popularity,genres,production_companies,production_companies_id,production_countries,audiAcc
The BFG,2016-06-01,tt3691740,267935,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",US,4.9204,117,6.286,3439,Steven Spielberg,488,4.8367,"Mark Rylance, Ruby Barnhill, Rebecca Hall, Jemaine Clement, Bill Hader","40900, 1425420, 15556, 55936, 19278","1.3726, 0.2743, 3.6473, 2.2667, 2.6616","Adventure, Family, Fantasy","Walt Disney Pictures, Amblin Entertainment, Reliance Entertainment, Walden Media, The Kennedy/Marshall Company, The Roald Dahl Story Company","2, 56, 7294, 10221, 862, 214904","IN, GB, US",100675
Don't Breathe,2016-06-08,tt4160708,300669,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,US,5.8209,89,7.015,7601,Fede Álvarez,932248,0.6585,"Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto, Emma Bercovici","32747, 530618, 112476, 1172147, 1669336","2.333, 1.4977, 3.4402, 0.8792, 0.2939","Horror, Thriller","Screen Gems, Stage 6 Films, Ghost House Pictures","3287, 11341, 768",US,894279
Finding Dory,2016-06-16,tt2277860,127380,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,US,7.0733,97,7.038,12240,Andrew Stanton,7,1.7402,"Albert Brooks, Ellen DeGeneres, Ed O'Neill, Hayden Rolence, Diane Keaton","13, 14, 18977, 1559638, 3092","1.8682, 1.0948, 1.9628, 0.1776, 2.5279","Adventure, Animation, Comedy, Family","Pixar, Walt Disney Pictures","3, 2",US,2111217
The Secret Life of Pets,2016-06-18,tt2709768,328111,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",US,3.8065,86,6.294,8188,Chris Renaud,124748,0.7595,"Louis C.K., Eric Stonestreet, Kevin Hart, Jenny Slate, Ellie Kemper","52849, 156962, 55638, 213001, 475512","1.0164, 1.0808, 7.9577, 2.3028, 2.0472","Adventure, Comedy, Animation, Family","Illumination, Universal Pictures","6704, 33",US,2298319
Star Trek Beyond,2016-07-07,tt2660888,188927,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",US,6.358,122,6.8,6750,Justin Lin,58189,0.8871,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldaña, Simon Pegg","62064, 17306, 1372, 8691, 11108","4.5984, 2.3312, 2.7089, 9.2192, 4.3902","Action, Adventure, Science Fiction","Skydance Media, Paramount Pictures, Bad Robot, Perfect Storm Entertainment, Sneaky Shark","82819, 4, 11461, 34530, 83644",US,1139046
Captain Fantastic,2016-07-08,tt3553976,334533,"Deep in the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, beginning a journey that challenges his idea of what it means to be a parent.",US,6.3798,118,7.896,6537,Matt Ross,11154,0.9679,"Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso, Nicholas Hamilton","110, 146750, 1261400, 1024722, 1504947","3.4064, 1.0858, 0.2763, 1.0058, 0.4614","Adventure, Drama","Electric City Entertainment, Shivhans Pictures","8600, 33603",US,3649
Rock Dog,2016-07-08,tt2822672,333667,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",US,2.559,90,6.2,292,Ash Brannon,12905,0.4454,"Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black, Kenan Thompson","36422, 1926, 18999, 59258, 77330","2.1266, 1.7443, 5.6749, 0.9228, 1.8055","Animation, Adventure, Comedy, Family, Music","Dream Factory Group, Reel FX Creative Studios, Mandoo Pictures, Eracme Entertainment, Summit Entertainment, Huayi Brothers Pictures, Tencent Pictures","89486, 2787, 89487, 89489, 491, 3393, 81620","CN, US",204625
Ghostbusters,2016-07-14,tt1289401,43074,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",US,7.0166,117,5.348,6526,Paul Feig,116805,1.3399,"Kristen Wiig, Melissa McCarthy, Kate McKinnon, Leslie Jones, Chris Hemsworth","41091, 55536, 1240487, 168452, 74568","3.929, 2.2052, 2.2187, 0.9616, 8.334","Action, Fantasy, Comedy","Ghost Corps, Columbia Pictures, Village Roadshow Pictures, LStar Capital, Feigco Entertainment, Pascal Pictures, The Montecito Picture Company","84042, 5, 79, 34034, 61791, 84041, 2364",US,498808
Hell or High Water,2016-08-11,tt2582782,338766,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,US,4.2667,102,7.3,4579,David Mackenzie,3055,1.1437,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland","1229, 62064, 11107, 84225, 164094","3.5011, 4.5984, 2.1792, 1.2793, 1.6435","Western, Crime, Drama","Sidney Kimmel Entertainment, Film 44, OddLot Entertainment, Estrella Media, Lionsgate, CBS Films, Sierra/Affinity","737, 20153, 3263, 8518, 1632, 5490, 24049",US,76022
Ben-Hur,2016-08-17,tt2638144,271969,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,US,2.9093,125,5.8,1697,Timur Bekmambetov,23430,1.1713,"Jack Huston, Pilou Asbæk, Rodrigo Santoro, Morgan Freeman, Ayelet Zurer","54738, 90060, 17289, 192, 8786","1.3223, 1.6701, 1.8622, 10.478, 1.4584","Action, History, Adventure, Drama","Metro-Goldwyn-Mayer, Paramount Pictures, LightWorkers Media, Sean Daniel Company","21, 4, 23920, 19857",US,1369357
Kubo and the Two Strings,2016-08-18,tt4302938,313297,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",US,3.723,102,7.6,3634,Travis Knight,1033661,0.6734,"Art Parkinson, Charlize Theron, Brenda Vaccaro, Cary-Hiroyuki Tagawa, Meyrick Murphy","1050248, 6885, 30585, 11398, 1390561","0.7301, 8.2141, 3.3386, 1.2872, 0.285","Animation, Adventure, Family",Laika,11537,US,16254
Sully,2016-09-07,tt3263904,363676,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",US,5.1008,96,7.195,7357,Clint Eastwood,190,4.8146,"Tom Hanks, Aaron Eckhart, Anna Gunn, Holt McCallany, Mike O'Malley","31, 6383, 134531, 7497, 87192","10.2924, 3.2293, 2.5481, 2.3795, 0.8373","Drama, History","Malpaso Productions, Flashlight Films, Warner Bros. Pictures, RatPac Entertainment, The Kennedy/Marshall Company","171, 65359, 174, 41624, 862",US,614365
Blair Witch,2016-09-15,tt1540011,351211,Students on a camping trip discover something sinister is lurking beyond the trees.,US,1.7655,89,5.218,1936,Adam Wingard,98631,0.4659,"James Allen McCune, Callie Hernandez, Brandon Scott, Corbin Reid, Valorie Curry","1223879, 1486488, 1232689, 1618066, 1181426","0.4531, 1.2913, 0.6456, 0.3095, 0.9625","Thriller, Horror","Vertigo Entertainment, Lionsgate, Room 101, Snoot Entertainment","829, 1632, 6302, 15159","CA, US",43590
Miss Stevens,2016-09-16,tt2693580,346134,"Stuck at a crossroads in her personal life, it falls on high school English teacher Miss Stevens to chaperone three of her students — Billy, Margot and Sam — on a weekend trip to a drama competition.",US,1.6421,86,6.506,242,Julia Hart,1421414,0.2018,"Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal, Oscar Nuñez","4888, 1190668, 1136940, 1689246, 76094","1.9135, 9.8004, 2.0154, 0.0535, 1.2128","Comedy, Drama","Gilbert Films, Anonymous Content, Beachside Films, Original Headquarters","10161, 10039, 56403, 147257",US,13095
Storks,2016-09-22,tt4624424,332210,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",US,5.4328,87,6.665,2386,"Doug Sweetland, Nicholas Stoller","8010, 52934","0.1896, 0.9511","Andy Samberg, Katie Crown, Kelsey Grammer, Jennifer Aniston, Ty Burrell","62861, 972599, 7090, 4491, 15232","4.241, 0.7833, 2.9234, 6.2106, 1.2864","Adventure, Animation, Comedy, Family","RatPac Entertainment, Warner Animation Group, Warner Bros. Pictures","41624, 25120, 174",US,319473
The Accountant,2016-10-13,tt2140479,302946,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",US,181.7066,128,7.114,6629,Gavin O'Connor,77003,1.0425,"Ben Affleck, Cynthia Addai-Robinson, Anna Kendrick, J.K. Simmons, Jon Bernthal","880, 182272, 84223, 18999, 19498","7.6948, 2.6323, 6.8557, 5.6749, 12.602","Crime, Thriller, Drama","Zero Gravity Management, Electric City Entertainment, RatPac Entertainment, Warner Bros. Pictures","5357, 8600, 41624, 174",US,61129
Inferno,2016-10-13,tt3062096,207932,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",US,4.681,121,6.081,6341,Ron Howard,6159,2.9044,"Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan, Sidse Babett Knudsen","31, 72855, 78423, 76793, 32683","10.2924, 22.3598, 2.7425, 1.7451, 0.8636","Mystery, Thriller, Action","Columbia Pictures, Imagine Entertainment","5, 23",US,680801
Jack Reacher: Never Go Back,2016-10-19,tt3393786,343611,"Years after resigning command of an elite military police unit, the nomadic, righter-of-wrongs Reacher is drawn back into the life he left behind when his friend and successor, Major Susan Turner is framed for espionage. Reacher will stop at nothing to prove her innocence and to expose the real perpetrators behind the killings of his former soldiers.",US,10.3787,118,6.0,5015,Edward Zwick,9181,0.8708,"Tom Cruise, Cobie Smulders, Danika Yarosh, Aldis Hodge, Patrick Heusinger","500, 71189, 1466613, 83860, 1223163","18.7121, 5.7813, 0.8677, 2.0468, 0.4296","Action, Drama, Thriller, Crime","Skydance Media, Huahua Media, Shanghai Film Group, TC Productions, Paramount Pictures","82819, 83645, 3407, 21777, 4","CN, US",603353
Ouija: Origin of Evil,2016-10-20,tt4361050,335796,"In 1967 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",US,4.5664,99,6.1,2509,Mike Flanagan,551463,1.3231,"Annalise Basso, Elizabeth Reaser, Lulu Wilson, Henry Thomas, Parker Mack","1024722, 53755, 1883866, 9976, 1456341","1.0058, 2.0949, 1.0236, 1.7647, 0.2465",Horror,"Platinum Dunes, Universal Pictures, Allspark Pictures, Blumhouse Productions, Hasbro","2481, 33, 57031, 3172, 2598",US,324371
Doctor Strange,2016-10-25,tt1211837,284052,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",US,11.8463,115,7.418,22557,Scott Derrickson,55499,1.1189,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen","71580, 5294, 53714, 30082, 1019","5.4779, 2.3183, 4.0401, 2.1401, 8.5141","Action, Adventure, Fantasy",Marvel Studios,420,US,4925695
Fantastic Beasts and Where to Find Them,2016-11-16,tt3183660,259316,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.","GB,US",9.8701,132,7.316,19077,David Yates,11343,1.2543,"Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell","37632, 77795, 58873, 998225, 72466","14.0913, 2.1868, 1.2419, 0.7526, 5.0843","Fantasy, Adventure","Heyday Films, Warner Bros. Pictures","437, 174","GB, US",4282155
Sing,2016-11-23,tt3470600,335797,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,US,11.4939,107,7.116,8109,Garth Jennings,52842,0.5524,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, John C. Reilly","10297, 368, 52139, 1245, 4764","6.2826, 6.8365, 3.6273, 23.2187, 2.8446","Animation, Comedy, Family, Music","Illumination, Universal Pictures, Fuji Television Network, dentsu","6704, 33, 3341, 1778","JP, US",1635535
Underworld: Blood Wars,2016-11-24,tt3717252,346672,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",US,7.5883,91,5.901,3758,Anna Foerster,402272,0.4186,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver, Bradley James","3967, 587020, 10920, 213083, 154689","7.4898, 12.9318, 2.0578, 2.3226, 1.2573","Fantasy, Action, Thriller, Science Fiction","Lakeshore Entertainment, Screen Gems, Sketch Films","126, 3287, 7738",US,68109
La La Land,2016-12-01,tt3783958,313369,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",US,13.7454,129,7.9,17300,Damien Chazelle,136495,1.6049,"Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, J.K. Simmons","30614, 54693, 113461, 14892, 18999","9.0449, 7.0624, 2.1756, 1.3363, 5.6749","Comedy, Drama, Romance, Music","Summit Entertainment, Gilbert Films, Impostor Pictures, Marc Platt Productions","491, 10161, 53247, 2527",US,3695075
Rogue One: A Star Wars Story,2016-12-14,tt3748528,330459,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,US,11.1557,133,7.5,15649,Gareth Edwards,129894,1.1602,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen","72855, 8688, 21088, 1341, 77301","22.3598, 4.4054, 3.3038, 6.9712, 0.9434","Action, Adventure, Science Fiction",Lucasfilm Ltd.,1,US,999527
Logan,2017-02-28,tt3315342,263115,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",US,89.671,137,7.8,19635,James Mangold,366,1.2103,"Hugh Jackman, Dafne Keen, Patrick Stewart, Elizabeth Rodriguez, Boyd Holbrook","6968, 1464650, 2387, 65421, 467645","5.8085, 4.7519, 2.9252, 1.4074, 1.8078","Action, Drama, Science Fiction","Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment","91797, 431, 28788, 25, 7505, 22213",US,2175541
Beauty and the Beast,2017-03-16,tt2771200,321612,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,US,173.0665,129,6.972,15647,Bill Condon,15557,2.7849,"Emma Watson, Dan Stevens, Luke Evans, Josh Gad, Kevin Kline","10990, 221018, 114019, 54415, 8945","17.8401, 3.5244, 4.1046, 2.893, 2.2376","Family, Fantasy, Romance","Walt Disney Pictures, Mandeville Films","2, 10227",US,5155465
The Fate of the Furious,2017-04-12,tt4630562,337339,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",US,11.3052,136,6.9,10443,F. Gary Gray,37932,0.9287,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson","12835, 976, 18918, 17647, 8169","11.8472, 30.2732, 9.1905, 4.1739, 3.1609","Action, Crime, Thriller","Original Film, One Race, Universal Pictures","333, 1225, 33",US,3657537
Kill Switch,2017-06-01,tt5464234,423988,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,US,1.8717,91,4.799,251,Tim Smit,1702826,0.0725,"Dan Stevens, Bérénice Marlohe, Charity Wakefield, Gijs Scholten van Aschat, Mike Reus","221018, 1030261, 150245, 87915, 43645","3.5244, 1.9042, 0.8078, 0.2405, 0.2621","Science Fiction, Action, Thriller","CTM Films, FilmNation Entertainment, SquareOne Entertainment","91183, 7493, 89545","DE, NL, US",1021
Animal Crackers,2017-06-23,tt4155534,315064,A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.,"GB,US",2.3516,105,6.2,198,"Tony Bancroft, Scott Christian Sava, Jaime Maestro","66190, 1407281, 1152051","0.4057, 0.0416, 0.0707","Emily Blunt, John Krasinski, Lydia Rose Taylor, Ian McKellen, Sylvester Stallone","5081, 17697, 1714042, 1327, 16483","7.1464, 4.3837, 0.0412, 3.6442, 9.367","Comedy, Animation, Adventure, Family","Blue Dream Studios, Beijing Wen Hua Dong Run Investment, China Film Group Corporation, Odin's Eye Entertainment, Landmark Asia Holdings, Generalitat Valenciana","42622, 42623, 14714, 82273, 113550, 53491","AU, CN, KR, ES, US",126993
Blind,2017-07-14,tt1935089,364733,A novelist is blinded in a car crash that killed his wife and several years later rediscovers his passion for life and writing when he embarks on an affair with the neglected wife of an indicted businessman.,US,2.2636,105,6.134,149,Michael Mailer,230355,0.2029,"Alec Baldwin, Demi Moore, Steven Prescod, Eden Epstein, Dylan McDermott","7447, 3416, 1842924, 1842124, 32597","3.3205, 7.2276, 0.1734, 0.4665, 2.0298","Drama, Romance",Michael Mailer Films,21899,US,2197
Dunkirk,2017-07-19,tt5013056,374720,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",US,12.3342,107,7.451,16809,Christopher Nolan,525,6.0981,"Fionn Whitehead, Tom Hardy, Mark Rylance, Kenneth Branagh, Cillian Murphy","1687041, 2524, 40900, 11181, 2037","2.9574, 12.7791, 1.3726, 3.7648, 7.0526","War, Action, Drama","Warner Bros. Pictures, Syncopy","174, 9996","GB, US",2804738
Call Me by Your Name,2017-07-28,tt5726616,398818,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",US,10.8707,132,8.116,12323,Luca Guadagnino,78160,1.1557,"Armie Hammer, Timothée Chalamet, Michael Stuhlbarg, Amira Casar, Esther Garrel","53807, 1190668, 72873, 20577, 935096","1.6802, 9.8004, 1.7277, 0.6499, 0.3218","Romance, Drama","La Cinéfacture, Frenesy Film, M.Y.R.A. Entertainment, RT Features, Water's End Productions, Memento Films International","16017, 46344, 88565, 30666, 88564, 10949","BR, FR, IT, US",224881
Crooked House,2017-09-06,tt1869347,419835,"A private investigator helps a former flame solve the murder of her wealthy grandfather, who lived in a sprawling estate surrounded by his idiosyncratic family.","GB,US",2.7771,115,6.386,931,Gilles Paquet-Brenner,144519,0.2629,"Glenn Close, Max Irons, Stefanie Martini, Christina Hendricks, Terence Stamp","515, 232396, 1587318, 110014, 28641","3.7781, 0.9027, 0.7848, 4.0787, 3.6636","Mystery, Crime, Thriller","Fred Films, Brilliant Films, Agatha Christie Limited, Stage 6 Films, Metro International Entertainment","88045, 95985, 84097, 11341, 105679","GB, US",2606
Papillon,2017-09-07,tt5093026,433498,"Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where he forges a strong friendship with Louis Dega, a counterfeiter who needs his protection.",US,5.226,134,7.3,1990,Michael Noer,141884,0.2291,"Charlie Hunnam, Rami Malek, Christopher Fairbank, Eve Hewson, Michael Socha","56365, 17838, 8399, 933271, 126171","6.6236, 5.0437, 1.0577, 2.1755, 0.7201",Drama,"Red Granite Pictures, Czech Anglo Pictures, FishCorb Films","19177, 20473, 23385","CZ, MT, RS, ES, US",32759
Lucky,2017-09-29,tt5859238,407449,"Follows the journey of a 90-year-old atheist and the quirky characters that inhabit his off-the-map desert town. He finds himself at the precipice of life, thrust into a journey of self-exploration.",US,2.3195,88,7.3,593,John Carroll Lynch,3911,1.7813,"Harry Dean Stanton, David Lynch, Ron Livingston, Ed Begley Jr., Tom Skerritt","5048, 5602, 17402, 42157, 4139","2.3095, 2.0786, 2.6054, 2.1913, 3.2057",Drama,"Divide / Conquer, Superlative Films","89115, 89212",US,5868492
Gnome Alone,2017-11-02,tt5851786,466876,"When Chloe discovers that her new home's garden gnomes are not what they seem, she must decide between the pursuit of a desired high school life and taking up the fight against the Troggs.","GB,US",2.4078,85,6.0,246,Peter Lepeniotis,1262197,0.2551,"Becky G, Nash Grier, Tara Strong, Josh Peck, David Koechner","1529446, 1428143, 15762, 15760, 28638","0.9252, 0.1673, 4.3329, 1.7096, 1.8921","Family, Adventure, Animation, Comedy, Fantasy","Vanguard Animation, 3QU Media, SC Films International, Cinesite Animation, Aniventure","81139, 95590, 20613, 75234, 142311","CA, GB, US",58604
The Greatest Showman,2017-12-20,tt1485796,316029,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",US,7.4053,105,7.877,9640,Michael Gracey,1276373,0.4192,"Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya","6968, 29222, 1812, 933238, 505710","5.8085, 5.4639, 3.5877, 8.3909, 7.1276",Drama,"Chernin Entertainment, 20th Century Fox, TSG Entertainment","7076, 25, 22213",US,1708141
The Current War,2018-02-01,tt2140507,418879,Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.,US,2.5337,108,6.7,1095,Alfonso Gomez-Rejon,1224031,0.345,"Benedict Cumberbatch, Michael Shannon, Nicholas Hoult, Katherine Waterston, Tom Holland","71580, 335, 3292, 77795, 1136406","5.4779, 3.0495, 5.2493, 2.1868, 9.5002","Drama, History","Bazelevs Production, Film Rites, Fourth Floor Productions, 13 Films, Thunder Road","1038, 8083, 40294, 130808, 3528","RU, GB, US",194259
I Can Only Imagine,2018-02-14,tt6450186,470878,"Growing up in Greenville, Texas, Bart Millard suffers physical and emotional abuse at the hands of his father, Arthur. When Arthur becomes terminally ill, he finds redemption by embracing his faith and rediscovering his love for his son. Years later, Bart's troubled childhood and mended relationship with his dad inspires him to write the hit song ""I Can Only Imagine"" as singer of the Christian band MercyMe.",US,3.4261,110,7.5,479,"Jon Erwin, Andrew Erwin","844266, 909318","0.3889, 0.2405","J. Michael Finley, Dennis Quaid, Cloris Leachman, Brody Rose, Madeline Carroll","1869887, 6065, 9599, 1360421, 62564","0.1246, 3.7728, 3.1581, 0.3301, 1.3663","Music, Drama","Kevin Downes Productions, Mission Pictures International, City on a Hill Productions, Imagine Rights, LD Entertainment","100855, 54927, 49945, 100854, 8533",US,28934
Level 16,2018-02-20,tt4006302,548066,"The teenage girls of Vestalis Academy are meticulously trained in the art of being “clean girls,” practicing the virtues of perfect femininity. But what exactly are they being trained for? Vivien intends to find out.",US,4.8599,102,6.8,682,Danishka Esterhazy,935907,0.2302,"Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan","1183993, 1608397, 12978, 221840, 2136724","5.4908, 0.3863, 1.2706, 1.0473, 0.1698","Science Fiction, Thriller",Markham Street Films,65054,CA,2079
A Wizard's Tale,2018-03-01,tt6494344,502259,"Balloon kingdoms, dopey police dragons and happy wizards are exactly how Terry remembered his Grandmother's whacky fairy tales. Except they are real and it's definitely not as 'cheerful.'","GB,US",1.6221,97,5.7,60,Andrés Couturier,1172908,0.1999,"Toby Kebbell, Lily Collins, Ian McShane, Keith Wickham, David Holt","20286, 112561, 6972, 477282, 1125783","1.9078, 5.4917, 4.6107, 0.3593, 0.276","Comedy, Animation, Adventure, Family, Fantasy","Ánima Estudios, Prime Focus World, GFM Animation","9965, 112483, 150709","MX, GB, US",30571
Gringo,2018-03-08,tt3721964,340022,An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.,US,2.8667,111,5.9,762,Nash Edgerton,75131,0.7067,"David Oyelowo, Joel Edgerton, Charlize Theron, Amanda Seyfried, Sharlto Copley","35013, 33192, 6885, 71070, 82191","1.6604, 2.1293, 8.2141, 8.3694, 1.3585","Comedy, Action, Crime","Denver & Delilah Productions, Amazon Studios, Picrow, STXfilms","3574, 20580, 20581, 47729",US,6962
Duck Duck Goose,2018-03-09,tt4940416,375107,"After he’s grounded by an injury, a high-flying bachelor is saddled with two wide-eyed orphans as they come face-to-face with the dangers and beauty of the outside world.",US,2.9383,91,6.2,169,Christopher Jenkins,58421,0.1856,"Jim Gaffigan, Zendaya, Lance Lim, Greg Proops, Natasha Leggero","84407, 505710, 1287802, 61965, 1214835","1.102, 7.1276, 0.5536, 0.5224, 1.3489","Animation, Family, Adventure, Comedy","Original Force Animation, GFM Animation, Wanda Pictures","71194, 150709, 78952",CN,72357
Charming,2018-03-26,tt4086018,354279,"Three fairy tale princesses find themselves engaged to the same guy, Prince Charming.",US,2.5573,90,6.4,261,Ross Venokur,1496385,0.1005,"Demi Lovato, Wilmer Valderrama, Sia, Nia Vardalos, Ashley Tisdale","85138, 18975, 1136517, 54645, 67600","1.6918, 2.7051, 0.9186, 2.3013, 3.4065","Animation, Adventure, Comedy, Family, Fantasy, Music","3QU Media, Storyoscopic Films, Vanguard Animation, WV Enterprises, Cinesite Animation","95590, 110831, 81139, 78669, 75234","CA, US",12435
St. Agatha,2018-04-20,tt6182078,502406,"St. Agatha is set in the 1950s in small town Georgia. A pregnant con woman named Agatha is on the run and seeks refuge in a convent hidden in deafening isolation. What first starts out as the perfect place to have a child turns into a dark lair where silence is forced. Ghastly secrets are masked, and every bit of will power Agatha has is tested. She soon learns the sick and twisted truth of the convent and the odd people that lurk inside its halls. Agatha must now find a way to discover the unyielding strength needed to escape and save her baby before she’s caged behind these walls forever.",US,1.3362,103,5.559,213,Darren Lynn Bousman,2675,0.4078,"Sabrina Kern, Carolyn Hennesy, Courtney Halverson, Seth Michaels, Trin Miller","1971081, 74285, 105844, 1039097, 1108129","0.0239, 1.1048, 0.3461, 0.2269, 0.3087","Horror, Thriller","The Outside Writers, St. Agatha, Dragon Blood Holdings, Benacus Entertainment","114373, 114836, 114837, 149824",US,11167
Avengers: Infinity War,2018-04-25,tt4154756,299536,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",US,204.1534,149,8.236,30594,"Joe Russo, Anthony Russo","19272, 19271","1.7152, 1.3508","Robert Downey Jr., Chris Evans, Chris Hemsworth, Josh Brolin, Mark Ruffalo","3223, 16828, 74568, 16851, 103","9.7279, 6.8572, 8.334, 4.8191, 4.2664","Adventure, Action, Science Fiction",Marvel Studios,420,US,11217332
