title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
The Kissing Booth 2,2020-07-24,tt9784456,583083,"With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",Vince Marcello,"Joey King, Jacob Elordi, Joel Courtney, Molly Ringwald, Taylor Zakhar Perez","Comedy, Romance","Komixx Entertainment, Picture Loom Productions, Clearblack Films",GB
Funny Pages,2022-08-26,tt8174412,583095,A teenage cartoonist rejects the comforts of his suburban life in a misguided quest for soul.,Owen Kline,"Daniel Zolghadri, Matthew Maher, Miles Emanuel, Maria Dizzia, Josh Pais",Comedy,"A24, Elara Pictures",US
The House Next Door: Meet the Blacks 2,2021-06-11,tt7524444,583116,"Bestselling author Carl Black moves his family back to his childhood home, he must team up with oddball neighbors to do battle with a pimp, who may or may not be an actual vampire.",Deon Taylor,"Mike Epps, Katt Williams, Bresha Webb, Lil Duval, Zulay Henao",Comedy,"Hidden Empire Film Group, Naptown Productions, Lionsgate",US
Sadako,2019-05-24,tt9764556,583132,A psychologist connects her missing brother to the strange case of a mysterious little girl believed to be Sadako reincarnated.,Hideo Nakata,"Elaiza Ikeda, Takashi Tsukamoto, Hiroya Shimizu, Himeka Himejima, Renn Kiriyama",Horror,"KADOKAWA, Twins Japan, Television Shin-Hiroshima System, Okayama Broadcasting, Kansai Television, KADOKAWA Daiei Studio",JP
Marvel Rising: Heart of Iron,2019-04-03,tt9073746,583209,"Ironheart, AKA Riri Williams, is having difficulty adjusting to college life as the youngest student there when the college's engineering lab is demolished by an alien and her best friend is kidnapped. Inspired by Iron Man, she develops a plan to save her friend.","Sol Choi, Alfred Gimeno","Melanie Minichino, Mick Wingert, Sofia Wylie, Dee Bradley Baker, Ming-Na Wen","Animation, Family, Science Fiction, Action",Marvel Animation,US
Judas and the Black Messiah,2021-02-12,tt9784798,583406,Bill O'Neal infiltrates the Black Panthers on the orders of FBI Agent Mitchell and J. Edgar Hoover. As Black Panther Chairman Fred Hampton ascends—falling for a fellow revolutionary en route—a battle wages for O’Neal’s soul.,Shaka King,"Daniel Kaluuya, LaKeith Stanfield, Jesse Plemons, Dominique Fishback, Ashton Sanders","Drama, History","MACRO, Bron Studios, Participant, Proximity Media","CA, US"
Moxie,2021-03-03,tt6432466,583689,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",Amy Poehler,"Hadley Robinson, Lauren Tsai, Alycia Pascual-Peña, Nico Hiraga, Sabrina Haskett","Comedy, Drama, Music",Paper Kite Productions,US
Just Add Romance,2019-03-02,tt9759926,583722,"When Carly and Jason, exact opposites, compete on a famed cooking show for the chance at their own restaurant, what will matter more – their culinary careers or their potential love?",Terry Ingram,"Meghann Fahy, Luke Macfarlane, Brittney Wilson, Debs Howard, Caitlin Stryker","TV Movie, Romance, Comedy","Two 4 The Money Media, Sydell Albert Productions, Mystique Films, Howard Braunstein Films, Motion Picture Corporation of America","CA, US"
Our Friend,2019-09-04,tt9608818,583903,"After learning that his terminally ill wife has six months to live, a man welcomes the support of his best friend who moves into their home to help out.",Gabriela Cowperthwaite,"Dakota Johnson, Casey Affleck, Jason Segel, Cherry Jones, Jake Owen","Drama, Romance","Black Bear Pictures, BBP Friend, Scott Free Productions",US
Re-Elected,2020-07-04,tt9821834,583984,Friends battle former U.S. presidents when they come back from the dead as zombies on the Fourth of July.,Max Radbill,"Natasha Mercado, Cameron Gilliam, Chloe Mikala, Matthew DeHoff, Kayvon Kaliush","Horror, Comedy",Leaflet McGillicudy Films,US
Resurrected,2023-04-27,tt15340206,584004,"In a dystopian future, the Vatican knows how to resurrect people. A priest discovers a conspiracy behind the resurrections and their possible link to a series of murders.",Egor Baranov,"Dave Davis, Karli Hall, Erika Chase, Kristen Ariza, Julian Moser","Science Fiction, Thriller, Horror","Bazelevs Entertainment, Logical Pictures, Kinoprime Foundation","FR, RU, US"
A Girl Missing,2019-07-26,tt9778738,584253,"Ichiko works as a private nurse for a family she almost became a part of. While Ichiko cares for the grandmother, she is also a confidant to Motoko, the eldest sister. But one day, Motoko’s younger sister disappears. And the media soon reveal the kidnapper to be Ichiko’s own nephew.",Koji Fukada,"Mariko Tsutsui, Mikako Ichikawa, Sosuke Ikematsu, Ren Sudo, Miyu Ogawa",Drama,"Comme des Cinémas, Tokyo Garage, KADOKAWA","FR, JP"
Sylvie's Love,2020-01-27,tt9827834,584288,"When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.",Eugene Ashe,"Tessa Thompson, Nnamdi Asomugha, Aja Naomi King, Jemima Kirke, Tone Bell","Romance, Drama",Iam21 Entertainment,US
Between Two Ferns: The Movie,2019-09-20,tt9398640,584962,"Galifianakis dreamed of becoming a star. But when Will Ferrell discovered his public access TV show, 'Between Two Ferns' and uploaded it to Funny or Die, Zach became a viral laughing stock. Now Zach and his crew are taking a road trip to complete a series of high-profile celebrity interviews and restore his reputation.",Scott Aukerman,"Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani, Will Ferrell",Comedy,Funny or Die,US
Children of the Sea,2019-06-07,tt9850064,585077,"Ruka is a young girl whose parents are separated and whose father works in an aquarium. When two boys, Umi and Sora, who were raised in the sea by dugongs, are brought to the aquarium, Ruka feels drawn to them and begins to realize that she has the same sort of supernatural connection to the ocean that they do. Umi and Sora's special power seems to be connected to strange events that have been occurring more and more frequently, such as the appearance of sea creatures far from their home territory and the disappearance of aquarium animals around the world. However, the exact nature of the boys' power and of the abnormal events is unknown, and Ruka gets drawn into investigating the mystery that surrounds her new friends.",Ayumu Watanabe,"Mana Ashida, Hiiro Ishibashi, Seishu Uragami, Win Morisaki, Goro Inagaki","Animation, Fantasy, Adventure, Mystery","Beyond C., DMM.com, Whateversmiles, Shogakukan, TOHO, SANKYO, PARCO, STUDIO4℃, Phoenix Entertainment Group, ORIX Investment, Wander Pictures","CN, HK, JP"
Hotel Transylvania: Transformania,2022-01-31,tt9848626,585083,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.","Derek Drymon, Jennifer Kluska","Andy Samberg, Selena Gomez, Kathryn Hahn, Jim Gaffigan, Steve Buscemi","Animation, Comedy, Family, Adventure, Fantasy","Sony Pictures Animation, Sony Pictures, MRC, Columbia Pictures",US
Escape Room: Tournament of Champions,2021-07-01,tt9844522,585216,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive... and discovering they've all played the games before.",Adam Robitel,"Taylor Russell, Logan Miller, Indya Moore, Holland Roden, Thomas Cocquerel","Horror, Thriller, Mystery","Original Film, Columbia Pictures, Shaken, Not Stirred Productions",US
I Still Believe,2020-03-12,tt9779516,585244,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,"Andrew Erwin, Jon Erwin","K.J. Apa, Britt Robertson, Nathan Parsons, Gary Sinise, Shania Twain","Music, Drama, Romance","Kevin Downes Productions, Lionsgate, Kingdom Story Company",US
Clifford the Big Red Dog,2021-11-10,tt2397461,585245,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",Walt Becker,"Darby Camp, Jack Whitehall, Izaac Wang, John Cleese, Tony Hale","Family, Adventure, Comedy, Fantasy, Animation","Paramount Pictures, Entertainment One, New Republic Pictures, Scholastic Entertainment, Kerner Entertainment Company","CA, US"
General Commander,2019-04-26,tt7043534,585311,GRS operative Jake Alexander and his team of young recruits go after the most dangerous and notorious criminals with the help of a Hong Kong billionaire.,"Ross W. Clarkson, Philippe Martinez","Steven Seagal, Ron Smoorenburg, Sonia Couling, Soraya Torrens, Megan Brown",Action,"Saradan Media, SPI International","PH, HU, GB"
After Yang,2022-03-04,tt8633464,585378,"When his young daughter's beloved companion — an android named Yang — malfunctions, Jake searches for a way to repair him. In the process, Jake discovers the life that has been passing in front of him, reconnecting with his wife and daughter across a distance he didn't know was there.",Kogonada,"Justin H. Min, Malea Emma Tjandrawidjaja, Colin Farrell, Jodie Turner-Smith, Haley Lu Richardson","Science Fiction, Drama","A24, Cinereach, Per Capita Productions",US
Luck,2022-08-05,tt7214954,585511,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",Peggy Holmes,"Eva Noblezada, Simon Pegg, Jane Fonda, Whoopi Goldberg, Colin O'Donoghue","Animation, Adventure, Comedy, Fantasy","Skydance Animation, Skydance Animation East, Skydance Animation","ES, US"
The Bad Guys: Reign of Chaos,2019-09-11,tt10726604,585831,"A respectable village head decides to keep his son away from the violent politics of rural life. However, fate intervenes, forcing the young man to not only return home, but also take up the sickle.",Son Yong-ho,"Don Lee, Kim Sang-joong, Kim A-joong, Jang Ki-yong, Park Hyo-joon","Action, Crime","Bidangil Pictures, CJ Entertainment",KR
1,2020-09-14,tt1859618,586032,"Early morning silence is broken by screeching tires as a helicopter bears down on a speeding vehicle. Taking a quick corner, the team tumbles out into the woods as their car pulls away. Now they must make their way through the thick of nature and thick gunfire to accomplish their mission. Not a single word of dialogue is spoken throughout the entire film. Instead, the music, sounds, images and deeply truthful acting turn a simple plot into an intense experience. Passion and intrigue keep building to the very end.",Andrzej Kozlowski,"Ethan Phillips, Alice Amter, London Bridges, Jude Ciccolella, Jeremy Craven",Drama,,
I'm Just F*cking with You,2019-04-01,tt9150172,586044,Siblings headed to a family wedding endure a night of increasingly frightening practical jokes while staying at a secluded motel.,Adam Mason,"Keir O'Donnell, Hayes MacArthur, Jessica McNamee, Charles Halford, John Marshall Jones","Comedy, Horror, Thriller, TV Movie",Blumhouse Television,US
Seobok,2021-04-12,tt13316722,586047,"Ex intelligence agent Ki-heon is tasked with safely transporting Seo Bok, the first ever human clone, who holds the secret of eternal life. Several forces try to take control of Seo Bok to serve their own agendas.",Lee Yong-ju,"Gong Yoo, Park Bo-gum, Jo Woo-jin, Jang Young-nam, Park Byung-eun","Science Fiction, Action, Thriller, Mystery","CJ Entertainment, TPS Company, STUDIO101, CJ ENM",KR
"Kim Ji-young, Born 1982",2019-10-23,tt11052808,586048,"Kim Ji-young, an ordinary woman in her 30s, suddenly shows signs of being inhabited by other women from her life, past and present.",Kim Do-young,"Jung Yu-mi, Gong Yoo, Kim Mi-kyeong, Gong Min-jeung, Park Seong-yeon",Drama,"bombaramfilm, Lotte Entertainment",KR
Music,2021-01-14,tt7541720,586101,"Zu, a free spirit estranged from her family, suddenly finds herself the sole guardian of her half-sister, Music, a teenager on the autism spectrum whose whole world order has been beautifully crafted by her late grandmother. The film soon challenges whether it is Zu or Music who has a better view of the world, and that love, trust, and being able to be there for each other is everything.",Sia,"Kate Hudson, Leslie Odom Jr., Maddie Ziegler, Mary Kay Place, Beto Calvillo","Music, Drama","Atlantic Films, Pineapple Lasagne Productions, Landay Entertainment",US
Ghosts of Sugar Land,2019-01-26,tt9671828,586245,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",Bassam Tariq,Kc Okoro,Documentary,Field of Vision,US
The Hard Way,2019-03-05,tt9815714,586347,"After learning of his brother's death during a mission in Romania, a former soldier joins two allies to hunt down a mysterious enemy and take his revenge.",Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Mãdãlina Anea, Grant Campbell",Action,"Actionhouse Pictures, Hollywood Media Bridge",US
The Asadas!,2020-10-02,tt9860350,586393,"Masashi is a photographer. He has his parents and an older brother Yukihiro. Through the 2011 Tohoku earthquake and tsunami, Masashi begins to take staged photos of his family.",Ryota Nakano,"Kazunari Ninomiya, Satoshi Tsumabuki, Haru Kuroki, Masaki Suda, Jun Fubuki","Drama, Comedy","TOHO, The Asahi Shimbun, Bridgehead, Chunichi Shimbun, Culture Entertainment Co., GYAO, Horipro",JP
Blow the Man Down,2019-04-26,tt8299768,586451,"While grieving for the loss of their mother, the Connolly sisters suddenly find they have a crime to cover up, leading them deep into the underbelly of their salty Maine fishing village.","Bridget Savage Cole, Danielle Krudy","Morgan Saylor, Sophie Lowe, Margo Martindale, June Squibb, Annette O'Toole","Drama, Mystery, Comedy","Secret Engine, Tango Entertainment",US
The Short History of the Long Road,2019-04-27,tt8184766,586458,"Nola grew up living on a van with her father, Clint; two nomads against the world. When tragedy strikes, Nola must confront the reality of life on the road alone, learning to own her grief, her past and her new destination.",Ani Simon-Kennedy,"Sabrina Carpenter, Steven Ogg, Jashaun St. John, Maggie Siff, Danny Trejo",Drama,"Bicephaly Pictures, Astute Films, Hua Wen Movie Group, Relic Pictures, Eggplant Picture & Sound, Lunacy Productions, Reverse Osmosis Films",US
Swallow,2020-01-15,tt8372298,586461,"Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession.",Carlo Mirabella-Davis,"Haley Bennett, Austin Stowell, Elizabeth Marvel, David Rasche, Denis O'Hare","Drama, Thriller, Horror","Charades, Logical Pictures, Stand Alone Productions, Syncopated Films, The Population","US, FR"
Mystify: Michael Hutchence,2019-04-28,tt5938950,586534,Michael Hutchence was flying high as the lead singer of the legendary rock band INXS until his untimely death in 1997. Richard Lowenstein’s documentary examines Hutchence’s deeply felt life through his many loves and demons.,Richard Lowenstein,"Michael Hutchence, Kylie Minogue, Helena Christensen, Bono, Noel Gallagher","Documentary, Music","BBC Music, Dogwoof, Australian Broadcasting Corporation, Screen Australia",AU
In Search of Darkness,2019-05-01,tt9442842,586577,"An exploration of '80s horror movies through the perspective of the actors, directors, producers and SFX craftspeople who made them, and their impact on contemporary cinema.",David A. Weiner,"Tom Atkins, John Bloom, Doug Bradley, Lori Cardille, John Carpenter","Documentary, Horror",CreatorVC,US
Bliss,2019-09-27,tt9026524,586586,"In need of creative inspiration, a professionally stagnant and hard-partying Los Angeles artist recklessly indulges in a series of drug binges. As the narcotics fly out of control, so does her newfound and inexplicable, yet unquenchable, craving for blood.",Joe Begos,"Dora Madison, Tru Collins, Rhys Wakefield, Jeremy Gardner, George Wendt",Horror,Channel 83 Films,US
Come to Daddy,2019-04-25,tt8816194,586592,"After receiving a cryptic letter from his estranged father, Norval travels to his dad’s oceanfront home for what he hopes will be a positive experience. If only he’d known the dark truth about his old man beforehand.",Ant Timpson,"Elijah Wood, Stephen McHattie, Michael Smiley, Madeleine Sami, Martin Donovan","Comedy, Horror, Mystery, Thriller","Firefly Films, New Zealand Film Commission, Nowhere, Tango Entertainment, Scythia Films, Blinder Films","IE, CA, NZ, US"
After Midnight,2019-11-05,tt8358220,586595,"Dealing with a girlfriend suddenly leaving is tough enough. But for Hank, heartbreak couldn’t have come at a worse time. There’s also a monster trying to break through his front door every night.","Jeremy Gardner, Christian Stella","Jeremy Gardner, Henry Zebrowski, Brea Grant, Justin Benson, Ashley Song","Drama, Horror, Romance","Rustic Films, Kavya Films, Vested Interest, Cranked Up Films",US
A Brush with Love,2019-03-30,tt9783876,586653,"As she considers giving up on her artistic dreams, Jamie paints a vision board that brings her success and love—only to discover that the mystery man in her painting isn't who she thinks.",Peter DeLuise,"Arielle Kebbel, Nick Bateman, Arran Henn, Hilary Jardine, James Rha","Romance, TV Movie","Two 4 The Money Media, Incendo Productions",CA
Bottled with Love,2019-04-13,tt9876408,586654,"After being stood up, Abbey gets inspired to open her heart in a letter, put it in a bottle and toss it out to sea. Months later, a man fishing discovers it and opts to reach out.",David Weaver,"Bethany Joy Lenz, Andrew W. Walker, Kate Isaac, Bethany Brown, Frances Flanagan","TV Movie, Romance","MarVista Entertainment, Lighthouse Pictures",US
Life Like,2019-05-14,tt6547786,586707,"An idealistic attractive young couple acquires a stunning, life-like robot for guilt free help, but as the three grow closer, their perception of humanity will be altered forever.",Josh Janowicz,"Drew Van Acker, Addison Timlin, James D'Arcy, Steven Strait, Mark Famiglietti","Thriller, Science Fiction","Lionsgate, Sprockefeller Pictures, Wildfire Pictures",US
Little Fish,2021-02-05,tt9735470,586791,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.,Chad Hartigan,"Olivia Cooke, Jack O'Connell, Soko, Raúl Castillo, David Lennon","Romance, Science Fiction, Drama","Automatik Entertainment, Oddfellows Entertainment","CA, US"
The Reckoning,2021-02-05,tt9182964,587130,"In the aftermath of the Great Plague and amidst the subsequent witch-hunts against women, a young widow grapples with the tragic death of her husband in a society completely consumed by fear and death. Because she rejects the advances of her landlord, she is falsely accused of being a witch and thrown in jail for a crime she didn’t commit. She must endure physical persecution at the hands of England’s most ruthless witch-hunter and face her own inner demons as the devil himself starts to work his way into her mind.",Neil Marshall,"Charlotte Kirk, Sean Pertwee, Steven Waddington, Joe Anderson, Suzanne Magowan","Horror, Drama","Fourth Culture Films, BondIt Media Capital, Buffalo 8 Productions, Moviebar","US, GB"
The Rental,2020-07-23,tt10003008,587496,"Two couples on an oceanside getaway grow suspicious that the host of their seemingly perfect rental house may be spying on them. Before long, what should have been a celebratory weekend trip turns into something far more sinister.",Dave Franco,"Dan Stevens, Alison Brie, Sheila Vand, Jeremy Allen White, Toby Huss","Horror, Thriller","Black Bear Pictures, Ramona Films",US
Two by Two: Overboard!,2020-09-24,tt12615474,587562,"Two misfit castaways struggle to reunite an unorthodox family, out-run a volcano, and negotiate a peace deal on a creaking Ark.","Toby Genkel, Seán McCormack","Max Carolan, Dermot Magennis, Tara Flynn, Ava Connolly, Mary Murray","Animation, Adventure, Comedy, Family","Moetion Films, Ulysses Filmproduktion, Fabrique d'images","DE, IE, LU"
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,2019-03-12,tt9817258,587682,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.,Brian Klein,Jimmy Carr,Comedy,,US
A Christmas Prince: The Royal Baby,2019-12-05,tt10006006,587693,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must help her family and kingdom by finding a missing peace treaty.",John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, Theo Devaney","Romance, Family, TV Movie",Motion Picture Corporation of America,US
Palm Springs,2020-07-10,tt9484998,587792,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",Max Barbakow,"Andy Samberg, Cristin Milioti, J.K. Simmons, Peter Gallagher, Meredith Hagner","Comedy, Romance, Science Fiction","Limelight, The Lonely Island, Sun Entertainment Culture Los Angeles",US
Tom & Jerry,2021-02-10,tt1361336,587807,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",Tim Story,"Chloë Grace Moretz, Michael Peña, Colin Jost, Rob Delaney, Ken Jeong","Comedy, Family, Animation","Warner Animation Group, Turner Entertainment, The Story Company, Warner Bros. Pictures",US
Backdraft 2,2019-05-14,tt8172466,587808,"Years after the original Backdraft, Sean, son of the late Steve ""Bull"" McCaffrey, is assigned to investigate a deadly fire only to realize it is something much more sinister.",Gonzalo López-Gallego,"Joe Anderson, Alisha Bailey, Jessamine-Bliss Bell, William Baldwin, Donald Sutherland","Action, Crime, Drama","Title Media, Universal 1440 Entertainment, Imagine Entertainment, uFund, uMedia, Piste Rouge","BE, US"
Lupin the Third: Fujiko's Lie,2019-05-31,tt9900060,587870,"Fujiko Mine, the devastating femme fatale whose only loyalty is to her desire, befriends a young boy whose late father hid away a fortune.  A killer is on the boy's trail and it's up to Fujiko to stop him: but where do her interests really lie?",Takeshi Koike,"Kanichi Kurita, Kiyoshi Kobayashi, Miyuki Sawashiro, Mamoru Miyano, Tomoe Hanba","Animation, Crime, Action, Drama","TMS Entertainment, Telecom Animation Film",JP
The Fare,2018-11-19,tt7293920,588064,"Harris and Penny, a cab driver and his fare, engage in flirtatious banter during their brief ride on a desolate road…until Penny abruptly vanishes from the back seat, leaving Harris mystified.",D.C. Hamilton,"Gino Anthony Pesi, Brinna Kelly, Jason Stuart, Jon Jacobs, Matt Fontana","Thriller, Mystery, Science Fiction","501 Pictures, Public Displays of Affection, Grady Film, Devilworks, Dread",US
Hansan: Rising Dragon,2022-07-27,tt21109538,588108,"In 1592, admiral Yi Sun-sin and his fleet face off against the might of the invading Japanese navy and its formidable warships. As the Korean forces fall into crisis, the admiral resorts to using his secret weapon, the dragon head ships known as geobukseon, in order to change the tide of this epic battle at sea.",Kim Han-min,"Park Hae-il, Byun Yo-han, Ahn Sung-ki, Son Hyun-joo, Kim Sung-kyu","War, Action, Drama, History",Big Stone Pictures,KR
Alien: Containment,2019-03-15,tt10110646,588207,"Aboard a small escape pod, four survivors try to discover what caused the destruction of their spaceship.",Chris Reading,"Gaia Weiss, Theo Barklem-Biggs, Sharon Duncan-Brewster, Adam Loxley, James Paxton","Drama, Horror, Science Fiction","20th Century Fox, Tongal",US
Alien: Harvest,2019-03-15,tt10015040,588209,"The surviving crew of a damaged space harvester has a motion sensor as their only navigation tool leading them to safety, while a creature in the shadows terrorizes them. However, the greatest threat might have been hiding in plain sight.",Benjamin Howdeshell,"Jessica Clark, Agnes Albright, Adam Sinclair, James C. Burns","Science Fiction, Horror","20th Century Fox, Tongal",US
Alien: Specimen,2019-03-30,tt10135070,588216,"During the night shift in a colony greenhouse, a botanist does her best to contain suspicious soil samples that have alarmed her sensitive lab dog.",Kelsey Taylor,"Jolene Andersen, Aubrey Wakeling","Drama, Horror, Science Fiction","20th Century Fox, Tongal",US
The Tomorrow War,2021-09-03,tt9777666,588228,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",Chris McKay,"Chris Pratt, Yvonne Strahovski, J.K. Simmons, Betty Gilpin, Sam Richardson","Action, Science Fiction, Adventure","Skydance Media, Phantom Four, Lit Entertainment Group",US
The Humans,2021-11-24,tt10023286,588367,"Erik Blake has gathered three generations of his Pennsylvania family to celebrate Thanksgiving at his daughter’s apartment in lower Manhattan. As darkness falls outside and eerie things start to go bump in the night, the group’s deepest fears are laid bare.",Stephen Karam,"Richard Jenkins, Jayne Houdyshell, Amy Schumer, Beanie Feldstein, Steven Yeun",Drama,"A24, IAC Films",US
A Second Chance: Rivals!,2019-09-21,tt9810420,588730,"As Maddy takes on coaching a team of young twelve-year-old gymnasts, she faces up to intense city versus country rivalry, racism, cyberbullying and her own self-doubt but eventually takes the challenge head on.",Clay Glen,"Emily Morris, Stella Shute, Eva Grados, India Colombi, Elysia Markou","Drama, Family",Glenpictures,AU
The Photograph,2020-02-14,tt7798646,589049,"When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist.",Stella Meghie,"Issa Rae, LaKeith Stanfield, Chanté Adams, Y'lan Noel, Kelvin Harrison, Jr.","Drama, Romance","Will Packer Productions, Universal Pictures, Perfect World Pictures","US, CN"
Pawn,2020-09-29,tt13273172,589174,"A debt collector who looks intimidating, but actually has a warm heart, ends up becoming the guardian of a child, who has been left behind as collateral by her illegal immigrant mother.",Kang Dae-gyu,"Sung Dong-il, Park So-yi, Kim Hee-won, Ha Ji-won, Yunjin Kim","Comedy, Drama, Family","JK Film, CJ Entertainment, Redrover, Film Company YOUN, CJ ENM",KR
Trixie Mattel: Moving Parts,2019-04-25,tt10011508,589367,Trixie charmed audiences and judges as winner of RuPaul's Drag Race All Stars. But the grind of performing and the pressure of the title proves that heavy is the head that wears the tiara.,Nicholas Zeig-Owens,"Trixie Mattel, BenDeLaCreme, Bob the Drag Queen, Jaymes Mansfield, Jinkx Monsoon",Documentary,World of Wonder,US
Abduction,2019-03-20,tt7867360,589594,"A man steps out of a park fountain in Ho Chi Minh City with no recollection of who he is or where he came from. As he wanders through the city, piecing together clues to his past, he is relentlessly pursued by mysterious figures.",Ernie Barbarash,"Scott Adkins, Andy On, Lily Ji, Aki Aleong, Trương Ngọc Ánh","Horror, Science Fiction, Thriller, Action","Red Sea Media, Ace Films",CN
A Call to Spy,2020-10-02,tt7698468,589612,"The story of Vera Atkins, a crafty spy recruiter, and two of the first women she selects for Churchill's ""secret army"": Virginia Hall, a daring American undaunted by a disability and Noor Inayat Khan, a pacifist. These civilian women form an unlikely sisterhood while entangled in dangerous missions to turn the tide of the war.",Lydia Dean Pilcher,"Sarah Megan Thomas, Stana Katic, Radhika Apte, Linus Roache, Rossif Sutherland","History, Crime, Drama",SMT Pictures,US
Hair Love,2019-08-14,tt7129636,589739,"When dad has to unexpectedly step in for mom to do his daughter Zuri’s hair before a big event, what seems like a simple task is anything but as these locks have a mind of their own!","Matthew A. Cherry, Everett Downing Jr., Bruce W. Smith",Issa Rae,"Animation, Family, Comedy","Sony Pictures Animation, Matthew A. Cherry Entertainment, Lion Forge Animation",US
Funhouse,2019-10-25,tt6852534,590009,"When 8 celebrities from around the globe are invited to compete in an online reality show, they soon realize that they are playing for their very lives, as those voted off suffer horrific consequences, broadcast live to the entire world.",Jason William Lee,"Valter Skarsgård, Khamisa Wilsher, Gigi Saul Guerrero, Karolina Benefield, Amanda Howells",Horror,"Ti Bonny Productions, Sandcastle Pictures, Invention Films","CA, SE"
Aurora Teagarden Mysteries: A Game of Cat and Mouse,2019-08-04,tt9759864,590118,"Someone begins taunting Aurora Teagarden with cryptic clues left at crime scenes, so the librarian-turned-crime buff attempts to figure out who is behind the creepy “game.” But when the people closest to Aurora become targets, the game takes on a much more dangerous edge as it points to a planned murder.  The 10th installment in Aurora Teagarden Mysteries.",Mark Jean,"Candace Cameron Bure, Marilu Henner, Niall Matter, Lexa Doig, Peter Benson","Mystery, TV Movie, Crime","Muse Entertainment, iCandy Production, Head First Productions, Lighthouse Pictures","CA, US"
Aurora Teagarden Mysteries: An Inheritance to Die For,2019-08-11,tt9703326,590121,"A matriarch is poisoned during a family wedding reception and Aurora Teagarden vows to get to the bottom of the crime, especially when her mother, a friend of the dead woman, stands to inherit the bulk of the massive estate.  11th installment in Aurora Teagarden Mysteries.",Michael Robison,"Candace Cameron Bure, Niall Matter, Marilu Henner, Lexa Doig, Peter Benson","Mystery, TV Movie","Muse Entertainment, iCandy Production, Head First Productions, Lighthouse Pictures",US
Aurora Teagarden Mysteries: A Very Foul Play,2019-08-18,tt9759872,590123,"At a gathering of mystery and true crime fans, Aurora Teagarden’s nephew, Phillip, is accused of murder when an unplanned onstage blackout during the play in which he is performing ends, revealing Phillip holding the bloody knife that has just killed one of the other performers.  12th installment in Aurora Teagarden Mysteries",Martin Wood,"Candace Cameron Bure, Niall Matter, Marilu Henner, Lexa Doig, Peter Benson","Mystery, TV Movie, Thriller, Crime","Muse Entertainment, iCandy Production, Head First Productions, Lighthouse Pictures",US
Nowhere to Be Found,2019-09-23,tt8194318,590153,A mother's worst nightmare comes true when her teenage daughter goes missing.,Thomas Michael,"Kate Drummond, Rya Kihlstedt, Nell Verlaque, Al Mukaddam, Joelle Farrow","Drama, Thriller, TV Movie","Fella Films, Paunch Pictures",CA
