title,release_date,imdb_id,tmdb_id,overview,origin_country,directors,cast_top5,genres,production_companies,production_countries
그린랜드,2020-07-29,tt7737786,524047,혜성의 지구 충돌 속보를 지켜보던 존과 가족들. 미 항공우주국(NASA)의 예측과 달리 해상으로 떨어졌어야 할 파편은 캘리포니아를 비롯해 세계 대도시로 추락해 세계는 순식간에 혼돈에 빠진다. 지구의 3/4을 날려버릴 초대형 혜성 추락까지 남은 시간은 단 48시간. 존과 가족은 지구의 유일한 안전 대피소인 ‘그린란드’의 벙커로 향하는데... 인류의 마지막 카운트다운이 시작된다!,US,Ric Roman Waugh,"제라드 버틀러, 모레나 바카린, 데이비드 덴맨, 호프 데이비스, Roger Dale Floyd","액션, 모험, SF, 스릴러","STXfilms, Thunder Road, Anton, G-BASE, Riverstone Pictures, Truenorth Productions","GB, US, IS"
블랙 이즈 킹,2020-07-30,tt12607910,719643,비욘세가 이 시대의 젊은 왕과 왕비에게 ‘The Lion King’의 교훈을 재해석한 비주얼 앨범을 선사한다.,US,"비욘세, Blitz Bazawule, Emmanuel Adjei, Dikayl Rimmasch, Ibra Ake, Jake Nava, Jenn Nkiru, Pierre Debusschere","비욘세, Adut Akech, 나오미 캠벨, 블루 아이비 카터, Connie Chiume",음악,"Parkwood Entertainment, Walt Disney Pictures",US
가브리엘의 지옥 파트 2,2020-07-31,tt13535454,724089,,US,Tosca Musk,"Melanie Zanetti, Giulio Berruti, James Andrew Fraser, Margaux Brooke, Agnes Albright","로맨스, 드라마",PassionFlix,
업사이드 다운 매직,2020-07-31,tt10833270,671583,노리와 단짝 레이나는 세이지 아카데미에 입학해 마법을 배운다. 노리는 어설픈 마법 능력 덕분에 ‘UDM’으로 불리는 ‘뒤죽박죽 마법’ 능력을 가진 학생들을 모아놓은 반에 들어가게 된다.,US,Joe Nussbaum,"Izabela Rose, Siena Agudong, Kyle Howard, Max Torina, Elie Samouhi","판타지, 가족, TV 영화","Resonate Entertainment, Disney Channels Worldwide",US
그녀는 내일 죽는다,2020-07-31,tt11614912,664297,에이미는 내일 죽을 거라는 사실을 알게 된다. 에이미는 두려움에 떨며 자신이 죽을 거라는 사실을 친구 제인에게 알린다. 어찌된 일인지 이번엔 죽음의 공포가 제인을 엄습한다. 집으로 돌아온 제인은 생일파티를 하고 있는 동생 부부와 친구들에게 자신이 내일 죽을 거라고 말한다.,US,Amy Seimetz,"Kate Lyn Sheil, 제인 아담스, Kentucker Audley, Katie Aselton, 크리스 메시나",드라마,Rustic Films,US
엘리 골딩,2020-07-31,tt10353866,662541,,US,Monica Zanetti,"Marta Dusseldorp, Zoe Terakes, Sophie Hawkshaw, Julia Billington, 레이철 하우스","코미디, 로맨스","Cobbstar, Bohemia Media","AU, GB"
컷 스로트 시티,2020-07-31,tt3547306,493065,"역대 최악의 허리케인 카트리나가 희망을 앗아간 뒤 세상의 종말을 맞이한 도시 뉴올리언스. 책임져야 할 아내와 딸이 있는 '블링크'는 세 명의 친구들과 함께 인생을 바꿀 위험한 제안을 받아들인다. 도시의 초대형 도박장 페어그라운드 카지노의 금고를 털면 일확천금을 얻게 되는 것. 하지만 새 미래를 꿈꾸는 행복한 순간도 잠시, 경찰과 형사는 물론 정체불명의 이들이 그들을 뒤쫓기 시작한다.",US,RZA,"셔믹 무어, Demetrius Shipp Jr., Denzel Whitaker, Keean Johnson, 캣 그레이엄","액션, 범죄, 드라마, 스릴러","Rumble Riot Pictures, Patriot Pictures",US
데스스트록: 나이츠 앤 드래곤즈,2020-08-04,tt12876132,703771,과거 군인으로 약물 실험에 참가한 슬레이드 윌슨. 복무 중 능력이 발현되지 않고 제대하고 이후 치유 능력과 파워를 갖게 된다. 덕분에 군의 그의 힘을 알지 못하고 돈을 받으면 누구든 처리하는 용병 데스스트록으로 수년간 살아간다. 데스스트록을 스카우트하려는 전 세계적인 살인자 빌런 하이브. 아내 애디와 아들 조셉은 슬레이드를 사업가로 알고 있지만 하이브의 자칼이 조셉을 납치하며 사실을 알게 된다.,US,Sung Jin Ahn,"Michael Chiklis, Sasha Alexander, Chris Jai Alex, Faye Mata, Griffin Puatu","애니메이션, 액션, 모험, SF","Warner Bros. Animation, Blue Ribbon Content, Berlanti Productions, DC Entertainment",US
말리부 주니어 구조대: 넥스트 웨이브,2020-08-04,tt11032990,695596,말리부의 여름은 누가 책임진다? 당연히 도다리 팀! 그러나 올해의 주인공은 국제 비치마스터 대회에 참가한 USA 팀. 아무래도 얌전히 두고 볼 수 없겠는데 이를 어쩌나.,US,Savage Steve Holland,"Jackie R. Jacobson, Jeremy Howard, Breanna Yde, Abby Donnelly, Ricardo Hurtado",코미디,,
아메리칸 피클,2020-08-06,tt9059704,628917,슐럽스크에서 마침내 결혼한 허셜과 세라는 카자크의 공격으로 미국 땅으로 떠나고 근면 성실하게 일하면 부자가 될 거라는 믿음 하나로 성실히 살아나간다. 하지만 하루아침에 세상이 바뀔 사건이 발생하고 허셜은 100년 뒤에 원래 모습으로 잠에서 깨어난다.,US,브랜던 트로스트,"세스 로건, 사라 스누크, Molly Evensen, Eliot Glazer, Kalen Allen","코미디, 드라마","Point Grey Pictures, Gravitational Productions, Warner Max, Sony Pictures",US
지니어스 독,2020-08-06,tt5929654,513584,"자신이 개발한 텔레파시 장치를 통해 강아지 ‘헨리’의 생각을 읽을 수 있게 된 천재 소년 ‘올리버’. 성공에 대한 기쁨도 잠시, 가족이 떨어져 살게 될 위기에 처한 ‘올리버’와 ‘헨리’는 이를 막기 위해 세상에서 가장 사랑스러운 프로젝트를 계획하는데… 하나 하면 멍, 둘 하면 예스! 귀염 지수 폭 to 발, 천재 콤비가 떴다!",US,Gil Junger,"Gabriel Bateman, Todd Stashwick, 조시 더멜, 메간 폭스, Kunal Nayyar","가족, 코미디, 드라마","M Star International, Mad Chance, Arboretum Productions","GB, US"
블랙머니,2020-08-07,tt11176322,696002,"시날로아 카르텔에 몸 담고 있던 영국인 데미언 브룩스는 마약단속국에서 조직의 마약 밀매 자금에 대해 급습한다는 정보를 입수, 그 돈을 빼돌릴 치밀한 계획을 세운 뒤 현장에서 검거되면서 징역형을 선고받는다. 가석방으로 출소한 그는 계획의 후반부를 실행하고자 팀원들을 규합하고, 급습 작전의 실패에 대해 책임을 지고 물러난 터커 보안관과, 조직의 보스가 자신의 보호 관찰관으로 보낸 딸을 이용해 관련자들을 한 자리에 모이게 한다. 그리고 그 위치를 보안관에게 알려주고, 보안관으로 하여금 카르텔의 주요 조직원들을 제거하고 마약 조직 컴퓨터망에 들어갈 수 있게 하는 대신, 자신은 카지노 경영주가 세탁한 자금을 챙겨 팀원들과 함께 해외로 뜬다.",US,Christian Sesma,"Luke Goss, 발 킬머, Mike Hatton, Paul Sloan, Nick Vallelonga","액션, 범죄, 스릴러","Ton of Hats, Seskri Produktionz, Octane Entertainment",US
워크 잇,2020-08-07,tt10276470,612706,우수하고 계획적인 고등학교 졸업반 학생.춤에는 어설픈 그녀가 하필 댄스 대회 우승을 목표로 삼는다. 게다가 괴짜 친구들과. 가능할까?,US,Laura Terruso,"사브리나 카펜터, 라이자 코시, Keiynan Lonsdale, 미셸 뷰토, Jordan Fisher","코미디, 음악","STXfilms, Alloy Entertainment, AK Worldwide",US
택스 콜렉터,2020-08-07,tt8461224,531499,LA 지역 갱들을 관리하며 상납금을 수금하는 최고의 파트너 ‘크리퍼’와 ‘데이비드’. 세상 무서울 것 없는 이들 앞에 조직을 통째로 삼키려는 무법자 ‘코네호’가 나타난다. 지독하고 거칠게 살아남은 두 사람은 조직과 모든 것을 지키기 위해 무자비한 피의 전쟁을 시작하는데…,US,데이비드 에이어,"Bobby Soto, Cinthya Carmona, George Lopez, Elpidia Carrillo, 샤이아 라보프","액션, 범죄, 드라마","Cross Creek Pictures, Cedar Park Entertainment, Faster Horse Pictures, Kodiak Pictures",US
지포스: 스페이스 배틀,2020-08-11,tt9812258,720124,출처를 알 수 없는 고대의 기술인 게이트가 지구 궤도에 나타나자 새로운 빙하기를 앞둔 지구에선 게이트로 넘어가 리아라는 행성을 새 터전으로 삼는다. 리아 정부가 접근하는 지구 함선을 격추시키자 탈출한 브랜은 인공지능 에디슨과 함께 니사라는 보급선에 가고 그곳에서 리아인 오샤를 만난다. 두 사람은 난민역을 파괴하려는 리아 정부의 음모에 맞서고 브랜은 아내와 딸을 잃었던 지구 시절을 회상하는데…,US,Tom Paton,"Stephen Moyer, Tala Gouveia, 캐스퍼 밴딘, 존 라이스 데이비스, Emily Haigh","SF, 액션, 모험","Goldfinch, Highfield Grange Studios, MSR Media International",GB
엉클 페커헤드,2020-08-11,tt11695654,667154,"펑크 밴드가 그들의 첫 번째 투어를 성공시켰을 때, 식인 악마와 로드디가 합류하면서 길 위의 삶은 험난함을 증명합니다.",US,Matthew John Lawrence,"David Bluvband, Chet Siegel, Chloe Roe, Lucy McMichael, Greg Maness","공포, 코미디, 음악",Subtle T-Rex,US
아카이브,2020-08-13,tt6882604,606234,갑작스러운 사고로 아내를 잃은 인공지능 엔지니어. 모든 것이 담긴 기억저장소 아카이브를 통해 그리운 아내를 A.I.로 되살리기로 한다. 마침내 아내의 기억과 감정이 담긴 A.I.를 완성하지만 비밀 프로젝트가 발각될 위기에 처하는데 … 새로운 SF 판타지가 시작된다!,US,Gavin Rothery,"테오 제임스, 스테이시 마르탱, 로나 미트라, Peter Ferdinando, Lia Williams","SF, 드라마, 판타지, 스릴러","Independent, Hero Squared, Head Gear Films, Metrol Technology, Untapped, Quickfire Films, Lipsync Productions, XYZ Films","GB, HU, US"
파티마의 기적,2020-08-13,tt2197936,520318,"1917년, 제1차 세계대전이 한창이던 어느 날 포르투갈의 작은 마을 파티마에 한 줄기 빛이 비춘다. 10살 소녀 루치아와 그녀의 어린 사촌동생들은 그 빛 가운데 믿기 힘든 놀라운 광경을 목격한다.  “누구세요? 어디서 오셨어요?”  “천국에서 왔단다” “저희에게 오신 이유가 뭔가요?”  그들의 물음에, 그녀는 매달 13일 자신을 찾아오라 이야기하고 매일 빠짐없이 기도를 할 것을 당부하는데… 파티마 성모 발현 103주년 기념 작품. 믿음에 관한 가장 강력하고 위대한 감동 실화가 찾아온다!",US,Marco Pontecorvo,"하비 카이텔, 소냐 브라가, Goran Višnjić, 조아킹 드 알메이다, Lúcia Moniz",드라마,"Origin Entertainement Pictures, Rose Pictures, Panorama Films","US, PT"
피어리스,2020-08-14,tt8675288,726664,"닉네임 피어리스, 비디오게임 속에서 우주를 구하지. 근데 새 무기 대신 웬 아기? 초능력을 가진 외계 아기 셋이 게임을 넘어 현실에 나타난다. 전투 대신 육아 임무 시작!",US,Cory Edwards,"야라 샤히디, 가브리엘 유니온, Dwyane Wade, Miles Robbins, Fat Joe","가족, 애니메이션, 코미디","Vanguard Animation, Cinesite Animation",CA
구독 좋아요 알림설정,2020-08-14,tt11394332,653598,"‘커트의 세상’을 운영하는 10년차 듣보 크리에이터 ‘커트’(조 키어리)는 100만 유튜버를 꿈꾸지만 조회 수는 두 자릿수를 넘긴 이력없이 늘 미미하기만 한다. 대박 낼 아이템을 찾던 그는 카풀 서비스를 이용해 자신의 차에 탑승하는 승객들과 소통하는 모습을 실시간으로 방송하는 ‘더 레슨’을 기획하게 되고 높은 조회수를 위해 점점 더 자극적이고 광기어린 라이브를 진행하게 되는데…  “너도 내가 궁금하잖아” 살고 싶다면 잊지 말고 ""구독 좋아요 알림설정""",US,Eugene Kotlyarenko,"조 키어리, 사셰르 자마타, 데이비드 아켓, Joshua Ovalle, A.J. Del Cueto","코미디, 범죄, 공포, 스릴러","DreamCrew, Forest Hill Entertainment, Spacemaker Productions",US
래비지,2020-08-14,tt8191620,637969,"외딴 와차투미 골짜기에서 붉은 뱀을 찾고 있는 자연 사진작가 하퍼는 우연히 숲속에서 어떤 남자들이 한 남자를 나무에 매달아 채찍으로 때려 죽이는 장면을 목격한다. ​이를 놓칠 수 없던 하퍼는 이 장면을 사진으로 찍어 근처 경찰서로 향하지만 그곳의 경찰 또한 그 남자들과 한 편이었고, 결국 하퍼는 그들에게 납치 당해 레이브너 일당이 있는 곳으로 끌려간다. 레이브너와 남자들이 자리를 비운 사이 탈출한 하퍼는 자신을 추적하는 레이브너 일당을 한 명씩 죽이며 골짜기에서 탈출하려 하는데…",US,Teddy Grennan,"Annabelle Dexter-Jones, Robert Longstreet, 브루스 던, Michael Weaver, Ross Partridge","공포, 스릴러","Cold Beer Friday, Galvanized Films",US
프로젝트 파워,2020-08-14,tt7550000,605116,"뉴올리언스에 퍼지기 시작한 의문의 약. 강해지고 싶다면 삼켜라. 5분간 엄청난 초능력이 주어진다. 주의사항은? 약을 먹기 전까진 어떤 초능력이 생길지 모른다는 것. 누군가는 총알도 뚫지 못하는 방탄 피부가 되고, 누군가는 투명 인간이 된다. 그리고 또 누군가는 치명적인 능력을 부여받는다. 하지만 가장 큰 문제는 이 약 때문에 범죄 도시로 변하고 있는 뉴올리언스. 이대로 두고 볼 수 없는 경찰 프랭크는 약의 출처를 뒤쫓는다. 마약상인 10대 소녀와 복수를 위해 비밀리에 움직이는 전직 군인과 함께. 이제 어떤 위험을 감수하더라도 그들을 막아야 한다. 파워를 삼켜서라도.",US,"Ariel Schulman, Henry Joost","제이미 폭스, 조셉 고든레빗, Dominique Fishback, 호드리구 산토루, Courtney B. Vance","액션, 범죄, SF","Screen Arcade, Supermarché",US
테슬라,2020-08-14,tt5259822,517412,"니콜라 테슬라는 교류 전류 전송 시스템으로 에디슨과의 경쟁에서 승리를 거머쥔다. 하지만 작은 승리로 만족할 수 없었던 테슬라는 세상의 패러다임을 바꿀 위대한 발명에 착수한다. 그의 발명은 다름아닌 빛, 에너지 정보를 전 세계에 무선으로 전송하는 혁신적인 기술. 막대한 연구비가 필요한 그는 최고의 자본가인 J. P. 모건의 도움을 구하게 되고 콜로라도의 연구소에서 하늘로 번개를 쏘아 올리는 연구를 시작하게 되는데... “미래가 알고 싶다면 10월, 테슬라를 만나라!”",US,마이클 알메레이다,"에단 호크, 이브 휴슨, 짐 개피건, 카일 맥라클란, Donnie Keshawarz","역사, 드라마","Campbell Grobman Films, Intrinsic Value Films, Jeff Rice Films, Passage Pictures, Millennium Media, Under the Influence Productions",US
마술 아카데미,2020-08-14,tt3979300,454433,"매년 여름 고즈넉한 산꼭대기에 위치한 마술 아카데미에서는 전도유망한 어린 마술사들을 위한 마술 캠프가 열린다. 어린 시절의 앤디 더커맨(아담 드바인)은 이 캠프의 전설로 남았지만, 이제 35세가 된 그는 프로 마술사로서 생계를 유지하기조차 힘든 지경으로 실패한 커리어에 대한 좌절감과 우울감에 시달린다. 그러던 중 마술 아카데미에서 앤디를 캠프의 지도자로 초대하고, 그는 미숙한 풋내기 마술사 지망생들을 담당하는 동시에 역시 지도자 자격으로 참여한 자신의 숙적 크리스티나 다크우드(질리언 제이콥스)를 상대해야 한다. 앤디는 서서히 어린 오합지졸 마술사들의 존경을 받게 되고, 각 학생의 개성적인 재능을 육성해 매년 개최되는 마술 모자 경연대회에서 더 능숙한 마술사들을 상대로 겨루도록 준비시킨다.",US,Mark Waters,"애덤 드바인, 제프리 탬버, 질리언 제이컵스, Nathaniel Logan McIntyre, Cole Sand","가족, 판타지, 코미디","Team Todd, Gunn Films, Walt Disney Pictures",US
스폰지밥 무비: 핑핑이 구출 대작전,2020-08-14,tt4823776,400160,"우리 핑핑이가 어디로 갔을까? 설마, 납치당한 건가? 사랑하는 반려 달팽이를 찾아 떠나는 스폰지밥. 뚱이도 함께 가야지. 비키니 시티를 벗어나 미지의 세계로, 출발이다!",US,Tim Hill,"톰 케니, Bill Fagerbakke, Rodger Bumpass, Mr. Lawrence, 키아누 리브스","가족, 코미디, 모험, 애니메이션","United Plankton Pictures, Nickelodeon Movies, Paramount Animation, Paramount Pictures, MRC, Mikros Image, Mikros Animation","US, FR"
Muse: Simulation Theory,2020-08-17,tt12874840,731971,,US,Lance Drake,"Matthew Bellamy, Dominic Howard, Chris Wolstenholme",음악,Pulse Films,GB
블랙 엠페러,2020-08-18,tt8354752,666219,"노예였던 `그린`은 가족을 건드린 백인들을 살해한 후 도망자 신세가 된다. 여러 번의 죽을 고비를 넘긴 그는, 노예 해방을 위해 싸우는 `브라운` 부자를 만나게 되면서 새로운 꿈을 가지게 된다. 한편 악명 높은 현상금 사냥꾼 `멕케브`는 도망친 `그린`을 잡기 위해 끈질기게 추격해 오는데… 진짜 영웅의 거짓말 같은 이야기가 펼쳐진다!",US,Mark Amin,"다요 오케니이, 브루스 던, 제임스 크롬웰, 캣 그레이엄, Ben Robson","역사, 전쟁, 드라마","Sobini Films, Hudlin Entertainment",US
덩케르크 이스케이프,2020-08-20,tt10148118,726876,"세계 2차대전, 영국군 ‘대니’는 이송작전에 합류하기 위해 ‘덩케르크’로 향하던 중, 독일군에 생포되어 포로수용소에 갇히고 만다. 복싱 챔피언인 ‘대니’를 알아본 독일군 장교는 ‘대니’에게 독일 병사와의 불리한 시합을 종용한다. 적군의 놀잇감이 되길 거부하던 ‘대니’는 그러나, 이 복싱 시합을 이용해 동료들과 탈출할 계획을 세우는데…",US,Ben Mole,"Sam Gittins, Joe Egan, Jennifer Martin, Tim Berrington, Joel Phillimore",전쟁,Picture Perfect,GB
로그,2020-08-20,tt11576124,718444,"대장 샘이 이끄는 용병팀 로그는 무장 단체 알샤바브에게 납치된 주지사의 딸을 구출하기 위해 남아프리카 공화국으로 파견된다. 가까스로 타깃 구출에 성공하지만 잔혹하고 무자비한 알샤바브의 추격은 계속되고, 치열한 전투 속 생사의 갈림길에 서게 된 로그 팀 앞에 치명적인 미지의 존재가 등장한다.",US,M.J. Bassett,"메간 폭스, Philip Winchester, Greg Kriek, Brandon Auret, Jessica Sutton","액션, 모험","Mannequin Pictures, Electric Shadow Company, Lionsgate, Grindstone Entertainment Group, Hassell Free Productions","ZA, US, GB"
레브,2020-08-20,tt11056594,649392,경찰차 절도 범죄 경력이 있는 마이키가 경찰의 정보원이 되어 차량 절도 범죄 조직에 들어간다. 수백만 달러어치의 차를 훔쳐 국외로 밀반출하는 이 국제적인 범죄 조직에서 마이키는 살아남을 수 있을까?,US,Ant Horasanli,"Sam Asante, Sebastian Deery, Francisca Dennis, Francesco Filice, 비비카 A. 폭스","액션, 드라마",N5 Pictures,US
베이 오브 사일런스,2020-08-20,tt5617312,623958,"로잘린과 윌은 이제 막 결혼을 하고 쌍둥이까지 임신해 행복한 신혼 생활을 보내고 있다. ​하지만 예기치 않은 사고로 로잘린은 뱃속의 쌍둥이 중 한 아기를 잃게 되고, 그후 로잘린의 행동이 이상하게 변해간다. ​그러던 어느 날 정체불명의 택배가 로잘린의 앞으로 도착하고, 윌이 집을 비운 사이 로잘린은 아기와 유모까지 데리고 사라져버린다. ​윌은 겨우 로잘린을 찾아냈지만 아기가 죽은 것을 발견하고, 아내를 위해 진실을 묻어두려고 한다. ​하지만 로잘린의 과거와 조현병에 대해 하나둘씩 알게 되고, 늦게라도 진실을 밝히려 하는데…",US,Paula van der Oest,"클레스 방, 올가 쿠릴렌코, 브라이언 콕스, Assaad Bouab, Alice Krige",스릴러,"Silent Bay Productions, Levitate Film, Media Finance Capital, So What Pictures, Vigilant Entertainment, Imperative Entertainment, Tbos Film, TS Entertainment, International Film Trust",GB
사라져버린,2020-08-21,tt9794630,718400,캠핑카를 타고 다니며 가족 여행 중인 폴과 웬디 가족. 언제나처럼 한적한 마을의 가족 캠핑장에서 머무르던 중 외동딸이 갑자기 사라진다. 보안관과 마을 사람들을 총동원한 수색에도 흔적조차 나오지 않는다. 폴과 웬디는 주변 사람들의 수상한 모습들을 발견하고 직접 아이를 찾기 시작한다. 그리고 그 마을에 숨겨진 무시무시한 비밀을 알게 되고 딸을 찾기 위한 목숨을 건 싸움을 시작한다.,US,Peter Facinelli,"Anne Heche, 토머스 제인, Jason Patric, John D. Hickman, Peter Facinelli","스릴러, 공포, 범죄, 액션","Ingenious Media, The Exchange, SSS Entertainment",US
변신 : 어느날 갑자기,2020-08-21,tt8109470,675490,군의관 엘리자베스는 스스로 PTSD를 의심하며 집으로 돌아온다. 가족과 함께 치료를 하던 중 무서운 환상이 점점 더 심해짐을 경험한다. 그리고 이웃에 살고 있는 퇴마사로부터 그녀와 가족들이 집 주변에 스며든 고대 악령으로부터 공격을 받고 있다는 경고를 받는다. 이제 그녀는 가족을 지키기 위해 악령과 목숨을 건 싸움을 벌이게 된다.,US,Henk Pretorius,"Jemima West, Christopher Dane, Rebecca Hanssen, Harry McMillan-Hunt, Rachel Lin","스릴러, 공포","Dark Matter Studios, Trigger Films, Onsight",GB
유 캔낫 킬 데이비드 아퀘트,2020-08-21,tt11454066,672035,논픽션 스튜디오 XTR이 배우 데이비드 아퀘트의 프로 레슬러가 되려는 시도를 그릴 다큐멘터리 <유 캔낫 킬 데이비드 아퀘트>를 제작합니다. 아퀘트는 이전에 <레디 투 럼블>에서 레슬링에 빠진 팬으로 출연한 바 있고 WCW 네트워크를 통해 홍보한 바 있으며 이 홍보 동안 그가 마케팅 스턴트로 세계 챔피언에 앉으면서 그 결과고 프로 레슬링계에서 가장 싫어하는 사람이 되었습니다. 이 작품에서 그가 자신의 이름을 깨끗하게 할 준비를 하면서 19번의 프로 레슬링 경기에서 뜁니다.,US,"Price James, David Darg","데이비드 아켓, Richmond Arquette, 패트리샤 아퀘트, Karen Yu, Kevin Nash",다큐멘터리,XTR,US
슬립오버,2020-08-21,tt10888708,626393,"부모님이 납치된다면? 우리가 구하러 가야지! 하지만 십 대 아이들이 국제적인 도둑 무리를 상대할 수 있을까? 최첨단 장비도 생겼겠다, 거칠고 뜨거운 밤을 보내볼까?",US,Trish Sie,"Sadie Stanley, Maxwell Simkins, Cree Cicchino, Lucas Jaye, 말린 애커만","가족, 액션",LD Entertainment,US
케미컬 하츠,2020-08-21,tt5843876,621013,"연애 젬병 낭만주의자인 고등학교 3학년(오스틴 에이브럼스)이 비밀스러운 새 학급 친구(릴리 라인하트)를 좋아하게 되면서, 두 사람은 사랑, 상실과 가장 중요하게는 자기 자신을 찾게 되는 뜻밖의 여정을 겪게 된다.",US,Richard Tanne,"오스틴 에이브럼스, 릴리 라인하트, 세라 존스, Bruce Altman, Adhir Kalyan","드라마, 로맨스","Page Fifty-Four Pictures, Awesomeness Films, Big Indie Pictures",US
더 페일 도어,2020-08-21,tt9178402,610201,,US,Aaron B. Koontz,"Noah Segan, Melora Walters, Zachary Knighton, Stan Shaw, Bill Sage","공포, 서부","Paper Street Pictures, StoryTeller Media, Title Media, BondIt",US
비밀이 아닌 이야기,2020-08-21,tt8045906,523781,"졸업을 앞두고 시작된 정신 착란. 이런 출구 없는 인생에 한 줄기 빛이 들었다. 바로, 새로 전학 간 학교에서 만난 비밀투성이 친구. 전교 1등이면서 위험한 부업을 하는 너, 대체 누구니?",US,Thor Freudenthal,"찰리 플러머, 몰리 파커, 월튼 고긴스, 앤디 가르시아, 테일러 러셀","드라마, 로맨스",LD Entertainment,US
오직 하나뿐인 아이반,2020-08-21,tt3661394,508570,"아주 특별한 고릴라에 관한 뉴베리상 수상작 원작의 작품인 디즈니의 '오직 하나뿐인 아이반'은 아름다운 우정, 시각화가 갖는 힘 그리고 집(보금자리)이라는 곳의 중요성에 대해 그린, 언제까지나 기억에 남을 이야기다. 아이반은 180킬로그램의 실버백 고릴라로 교외의 한 쇼핑몰 내 우리에서 코끼리 스텔라, 유기견 밥과 다른 여러 동물들과 살고 있다. 어릴 때 잡혀온 정글의 기억은 거의 남아있지 않은데 어느 날 아기 코끼리 루비가 서커스단에 도착하자 내면 깊숙이 감춰져 있던 감정이 깨어난다. 루비는 얼마 전 자연 속의 가족과 헤어졌는데 이로 인해 자신의 삶, 자신이 어디서 왔고 또 어디로 가고 싶은지에 대해 의문을 갖게 된 것. 2013년 출간되어 뉴베리상을 비롯한 다수의 시상식 수상작이 된 캐서린 애플게이트의 베스트셀러를 원작으로 실사와 CG를 잘 조화시켜 만들어낸 감동적인 모험극.",US,Thea Sharrock,"브라이언 크랜스턴, 샘 록웰, 브루클린 프린스, 안젤리나 졸리, 대니 드비토","가족, 코미디, 드라마","Allison Shearmur Productions, Digital Makeup Group, Jolie Pas Productions, Walt Disney Pictures",US
이터널 뷰티,2020-08-21,tt5362940,501953,조현병을 앓고 있는 여자가 겪는 환상과 현실에 대한 자각을 그린 영화,US,Craig Roberts,"샐리 호킨스, 데이비드 슐리스, 앨리스 로, 빌리 파이퍼, 페넬로페 윌튼","코미디, 드라마","Cliff Edge Pictures, Endeavor Content, Ffilm Cymru Wales, BFI, The Wellcome Trust, Wales Screen, Bankside Films","GB, US"
클래스 액션 파크,2020-08-22,tt11015214,634233,,US,"Seth Porges, Chris Charles Scott III","Chris Gethard, Jason Scott, 지미 키멜, 조니 녹스빌, Alison Becker",다큐멘터리,"Perennial Media, Pinball Party Productions, strategery, films",US
테넷,2020-08-22,tt6723592,577922,주도자는 미국의 한 요원으로 우크라이나 국립 오페라 극장의 한 사건에 투입되었다가 우크라이나 요원들에게 붙잡히게 되고 고문을 받지만 CIA가 준 자살 약을 먹고 자살을 택하게 된다. 그러나 이내 다시 눈을 뜬 주인공은 의문의 한 남자로부터 임무를 부여받는다. 그가 주도자에게 줄 수 있는 건 하나의 제스처와 하나의 단어 뿐. 시간의 흐름을 뒤집는 인버전을 통해 현재와 미래를 오가며 세상을 파괴하려는 사토르를 막기 위해 투입된 작전의 주도자는 인버전에 대한 정보를 가진 닐과 미술품 감정사이자 사토르에 대한 복수심이 가득한 그의 아내 캣과 협력해 미래의 공격에 맞서 제3차 세계대전을 막아야 한다.,US,크리스토퍼 놀란,"존 데이비드 워싱턴, 로버트 패틴슨, 엘리자베스 데비키, 케네스 브래너, Dimple Kapadia","액션, 스릴러, SF","Warner Bros. Pictures, Syncopy","GB, US"
슈퍼맨: 맨 오브 투모로우,2020-08-23,tt11079116,618354,젊은 클라크 켄트는 데일리 플래닛에서 인턴으로 일하면서 메트로폴리스 시를 구하는 방법을 배우고 있는 중이다.,US,Chris Palmer,"Darren Criss, 재커리 퀸토, Ike Amadi, Eugene Byrd, David Chen","애니메이션, 액션, SF","Warner Bros. Animation, DC Entertainment",US
에어리언 몬스터,2020-08-25,tt12942958,736485,외계인 죄수를 실은 감옥 용 우주선이 지구의 캘리포니아 사막에 불시착하면서 흉측하고 야만적인 죄수 외계인의 습격이 시작된다. 외계인을 막을 유일한 희망은 정부의 비밀 부서에서 작업 중인 외계인 무기에 달려있다. 외계 우주선과 정부의 핵미사일 발사 사이 일촉즉발의 위기에 놓인 셰퍼드 팀은 실제로 사용해본 적도 없는 외계인 중력총으로 지구 멸망을 막기 위해 사력을 다하는데...,US,Brendan Petrizzo,"톰 시즈모어, Connie Jo Sechrist, Anthony Jensen, Yaz Canli, Eric Delgado","SF, 액션, 공포",The Asylum,US
원 나이트 인 방콕,2020-08-25,tt12192190,721452,"음주 운전자가 낸 교통사고로 죽임을 당하고 억울하게 누명까지 쓴 딸과 가족, 카이는 복수와 정의 실현을 위해 사고를 내고 사건의 조작에 연루된 변호사, 경찰, 도미닉과 그의 부모, 뒷수습을 한 일본인 등 7명을 찾아간다.",US,Wych Kaosayananda,"마크 다카스코스, Vanida Golten, Michael S. New, ケイン・コスギ, สหจักร บุญธนกิจ","액션, 스릴러",Grindstone Entertainment Group,US
